movie_id,director_popularity
13991,0.6
339988,1.288
417678,0.98
12182,1.4
337170,2.309
10719,10.681
13767,1.174
458897,8.063
650,3.35
158011,1.687
353491,1.333
1735,2.609
9470,3.309
856,3.087
395,3.076
443791,1.286
121734,0.6
227973,0.605
9494,1.846
296099,4.2805
77174,0.79
296524,3.378
149870,4.591
16353,2.7504999999999997
12437,1.18
257211,1.625
19185,1.947
11969,2.765
627290,0.6
242,3.502
217993,2.818
127493,0.652
164558,1.4
14011,0.6
401981,1.896
45772,0.84
5825,1.447
10014,1.132
1375,0.765
9360,0.61
86834,3.059
948,4.257
9473,5.747
343795,1.473
258509,1.557
9070,3.583
114150,0.6
769,12.473
563,4.897
16871,5.376
1970,0.612
417384,1.4
10528,6.89
184314,1.012
9725,1.22
18937,0.6
18925,0.828
353616,0.6
501170,2.465
9320,1.447
82654,1.073
204082,1.932
324668,1.4
1979,1.231
381719,0.6
16538,1.4
3980,1.437
23437,0.601
9513,1.753
88751,1.22
256274,1.052
1371,16.073
11459,3.067
58431,3.5
6537,1.585
11284,2.351
346685,1.116
163,3.594
8643,1.822
335788,1.286
137116,0.84
63311,3.88
13523,0.828
415842,1.4
11001,1.254
11887,1.852
508,5.156
74,12.777
335796,2.465
334521,0.757
244566,1.564
16052,0.6
301351,1.652
11453,0.6
30497,2.234
10281,0.98
1646,1.889
254473,1.932
249164,0.732
4011,5.116
302946,0.748
621,1.4
1924,2.548
43539,2.127
17578,12.777
10096,0.6
2668,5.116
399360,1.911
75612,1.528
38356,3.812
329996,5.116
243688,0.704
144336,5.164
2048,1.4
10402,3.067
531309,0.98
10664,0.8694999999999999
404733,1.4
9335,2.367
7451,2.609
6114,3.502
180299,1.4
70436,1.139
39538,3.594
8835,1.732
14324,0.694
508763,1.542
11247,1.95
954,2.853
6145,1.18
242512,0.694
346808,0.656
347375,3.378
440021,0.779
10483,3.076
10823,0.6
2501,2.309
423,3.372
50014,1.116
266856,0.754
11565,1.763
57089,0.98
9738,1.231
37056,0.6
4922,5.118
2502,1.4
382322,1.841
484641,4.218
345920,1.4
1372,2.894
264660,2.1
1620,0.98
25195,0.6
365222,1.897
274870,1.96
2251,1.38
36586,7.468
1949,5.118
296,1.666
10065,0.6
7840,2.212
445629,5.289
239563,0.694
956,6.737
949,4.645
39451,1.4
515001,10.03
51739,1.708
924,9.926
10865,1.8
1265,1.07
1573,1.366
12180,1.566
399035,2.293
44833,3.378
11978,0.6
11451,1.96
103,12.473
11077,3.202
1581,1.625
37799,5.118
8065,1.732
8975,0.6
629,2.636
395992,1.009
10283,0.6
9594,1.214
18,4.218
530385,3.042
1813,1.418
38317,1.4
256961,0.6
4488,0.638
84892,1.351
64328,2.183
7220,1.4
37165,0.84
1895,7.801
752,1.139
78,13.93
787,2.309
441130,1.218
314095,1.431
487297,1.8
1452,2.636
11361,0.98
379149,2.454
227159,0.828
1891,1.94
465136,1.146
146233,6.751
290098,4.734
277834,1.3359999999999999
42297,0.968
251,0.929
1367,16.073
323675,1.231
4233,2.642
10225,1.62
38778,2.44
77951,0.6
10830,7.333
2309,0.6
196867,0.6
5548,4.897
48988,2.0605
2034,2.853
120467,6.181
2157,2.178
1824,1.502
43949,2.953
402,4.897
415,2.085
225565,0.648
14574,0.6
44826,12.473
591,4.299
10634,3.074
56288,4.63
194662,1.408
77930,3.594
1830,3.117
40807,1.073
80280,0.996
296098,12.777
249660,0.6
9969,1.763
31011,1.132
6977,4.4715
417870,2.083
11090,0.6
271706,0.624
85,12.777
9874,2.765
512196,0.779
1422,12.473
503919,1.677
116745,5.762
1359,0.972
142,3.391
35056,5.383
13183,9.926
328387,0.6045
431530,0.9455
9928,1.725
8077,5.118
7347,1.152
9312,3.076
9823,0.626
667,0.6
19404,1.382
36648,3.41
321258,0.6
38303,0.6
272878,1.718
7191,3.619
1894,7.801
64682,1.22
356305,1.4
61012,1.818
4032,1.38
1635,3.812
267193,2.367
1571,3.312
5689,1.4
578189,0.97
272693,1.38
714,1.459
243683,0.6
207932,4.299
39691,1.4
80274,0.728
16140,0.828
345911,1.473
438799,1.38
8204,0.774
274862,0.842
313369,1.441
271718,1.453
293768,1.4
171424,3.245
264999,0.84
9567,2.853
364,5.116
2082,3.248
73,1.12
185341,0.743
24100,1.432
230179,1.22
299824,0.6
23049,0.972
32856,1.632
9509,3.369
393,6.853
81,4.591
165,3.087
10552,0.735
8913,1.363
107985,6.802
10314,2.797
73499,1.441
745,6.354
9641,1.8
13804,4.07
11824,1.618
196,3.087
927,1.62
407451,1.211
107811,0.9455
57876,1.094
2123,2.0605
10047,4.218
1562,0.6
36643,1.858
324542,0.617
271969,1.565
871,1.62
1124,7.796
11007,5.383
41280,1.942
333371,0.631
38321,0.728
397837,1.164
9073,2.241
309809,1.38
28,3.502
20504,1.333
37821,1.732
80278,1.585
376290,1.4
325348,1.033
3580,15.982
770,1.204
57157,3.257
700,2.181
619,1.22
802,5.816
361292,2.36
154400,0.6
521777,1.943
1593,5.383
505600,7.917
28260,1.036
10676,2.562
203801,6.89
9334,0.84
796,1.311
6957,1.453
504172,15.982
436391,1.4
535292,0.738
89,12.777
7518,1.03
261392,2.061
124459,2.25
1487,7.468
336882,0.656
22949,1.557
869,5.116
13885,5.116
294272,1.266
9273,3.562
9837,1.19
302156,1.729
340676,1.309
9731,0.6
10285,0.6
9603,1.846
417859,1.788
7214,1.775
157433,0.6
36669,2.22
228066,1.628
96721,4.299
6282,0.6
65650,0.6
353070,5.698
1701,0.652
4929,0.655
21407,2.188
369972,1.441
11618,2.188
11679,2.22
8916,1.4085
310307,4.293
10489,0.735
326284,0.723
35019,2.086
235260,0.6
747,6.802
236751,0.6
9992,4.218
34480,0.6
395991,1.528
9339,1.4
1933,2.672
22824,0.72
400650,1.96
109410,1.4
1892,0.679
14,3.055
782,3.117
259694,0.605
698,0.6
467938,0.917
11596,2.642
9441,3.806
68730,12.473
170687,0.847
334543,1.166
273248,6.853
1954,0.7695
4442,1.89
9003,3.329
7278,1.335
10222,0.6
9679,1.261
77950,1.052
795,1.62
9319,3.369
161,3.594
929,2.212
60935,0.6
609,2.234
72570,1.146
7459,9.673
71668,1.386
10999,1.108
76203,1.184
531428,2.22
47327,1.837
1495,13.93
207,0.84
10866,3.464
453,4.299
8487,2.088
11253,7.468
318781,0.6
583406,1.008
1690,3.245
806,1.191
72710,3.117
13510,1.075
335778,2.268
363676,15.982
55,1.408
254904,2.393
345,5.816
38745,1.708
16866,0.6
75638,1.38
41233,0.69
458723,3.621
670,4.734
205775,4.299
340666,2.275
1948,1.464
1498,1.66
11619,0.96
85446,0.714
168672,1.87
289222,1.279
246403,2.448
10330,0.774
424277,1.893
70074,1.455
12139,3.87
492188,1.197
8810,3.142
194,2.556
18162,1.62
681,5.4
2636,0.61
955,3.555
9012,1.18
329440,0.6
8467,3.009
76493,1.943
283445,1.4
8095,1.624
218836,1.295
1885,0.765
11231,0.828
709,2.181
928,1.62
3600,1.159
417261,0.6
489999,1.094
594,12.777
204922,1.75
14813,0.84
188161,3.979
1995,0.652
11212,0.6
157386,1.288
27022,1.885
1636,4.612
587272,1.4
668,1.048
9362,2.252
3049,1.604
241239,0.934
6950,1.944
9972,1.4
152601,2.245
628,1.435
1700,2.953
49012,1.228
318846,3.884
9600,1.788
452773,0.6
765,5.376
861,4.897
217,12.777
707,2.181
11358,1.826
402529,1.972
3597,0.84
62,5.816
33408,0.6
1975,0.612
112205,4.218
9741,6.354
334541,1.4
513045,2.219
710,2.454
1931,2.032
2164,2.212
12405,5.586
33542,1.036
11442,1.405
9982,0.84
429300,1.96
4234,2.642
522924,0.6
369885,3.087
1360,1.011
87,12.777
446791,13.93
190955,3.581
9602,3.822
400157,0.6
403119,2.754
9659,3.142
503616,1.502
7484,1.698
397422,1.138
464502,2.777
329,12.777
1911,3.002
699,2.181
1391,2.699
9825,1.22
2662,3.248
155084,0.636
333669,1.075
12599,2.442
9352,0.811
853,1.255
208134,1.18
36691,1.1555
10665,1.38
7340,2.853
1656,2.454
4982,13.93
397852,0.6
10647,1.839
152760,6.02
49730,0.714
283552,0.6
65086,1.075
814,3.822
5876,7.13
20178,4.334
10131,1.366
296100,1.073
292280,0.6
2023,3.139
8068,4.63
9802,3.812
137093,1.885
109431,1.176
941,2.548
9481,3.635
65057,1.02
10294,1.4
226486,3.443
1588,2.233
97020,1.152
137321,2.293
1273,0.728
376867,0.932
437557,3.139
12096,5.383
9728,1.22
438689,0.6
332567,2.293
8843,1.288
50321,1.289
9669,1.22
10357,1.22
122857,1.4
38117,0.6
10603,0.694
82990,0.6045
10007,1.093
392044,6.242
302401,5.253
77,7.796
325789,1.214
9341,0.98
287424,0.6
9655,0.6
33,15.982
37950,3.5
510,1.193
44115,5.586
682,5.4
226857,0.84
10307,0.828
9539,0.926
4638,6.802
333667,2.744
316023,2.068
13056,1.526
195590,0.6
1643,1.662
554241,0.6
174751,0.748
382614,2.232
708,2.181
548473,1.666
76025,1.184
525661,2.44
340945,2.877
1247,13.668
146239,0.949
13223,15.982
473149,0.97
582,1.96
290512,1.036
88,1.111
25,3.055
14191,0.694
19824,0.6
396371,2.02
616,2.894
9766,0.6
539,10.837
2024,2.212
430040,2.609
9906,1.702
57212,12.777
445954,1.116
376660,0.98
947,1.604
6171,1.613
49047,2.699
7183,1.052
10987,1.508
9383,4.897
4858,2.471
3093,2.523
459910,1.689
8856,0.765
2503,1.4
522212,1.83
266294,0.6
1246,16.073
9342,2.454
5549,1.94
300673,1.857
339259,0.611
440472,1.722
9350,1.366
389,1.959
581,25.284
48171,1.38
11096,0.989
170522,0.6815
13027,1.954
11252,1.756
326423,2.083
500664,2.535
418437,1.4
539537,1.62
508664,1.945
297,1.4
942,2.548
9344,1.088
11281,1.405
7551,3.369
4513,0.997
12149,5.326
10157,0.888
293863,2.969
458423,1.788
2019,3.555
11153,4.612
601,12.777
399404,1.914
72784,1.094
33217,1.217
83542,6.739666666666667
300681,1.116
2057,2.617
1878,1.89
9454,1.396
484247,1.851
309886,0.6
446807,1.158
329833,5.762
63,1.89
575094,0.6
70868,0.98
106747,4.63
368940,1.0
11531,1.481
372343,1.4
625568,0.6
244,1.3365
417644,4.914
45657,4.257
184098,1.231
10060,0.84
8393,0.84
13515,1.746
12162,10.276
301337,1.02
153,3.35
10494,2.395
8698,0.997
9693,2.699
26022,1.22
4614,0.799
253,5.4
8009,1.079
10068,1.38
388,2.588
75674,0.72
455980,0.6
414,2.085
44040,1.052
11808,3.451
399366,0.84
41402,3.619
9406,0.6
1624,1.604
60307,0.94
316152,1.655
16288,1.15
2671,1.22
270774,1.366
923,0.6
72207,2.137
788,3.806
200,1.72
10423,2.609
44865,3.939
691,0.6
10189,2.778
8536,1.182
27,1.788
24548,0.84
11362,2.268
340837,1.994
9064,0.652
289,1.683
10400,2.28
79,3.32
9763,1.159
11586,1.308
49049,1.35
39514,0.675
9966,1.7594999999999998
395834,122.79
152,1.052
9804,2.268
11774,1.62
328111,1.798
49022,0.6
460668,1.2610000000000001
109443,3.884
10431,0.694
11968,1.583
413644,1.2469999999999999
13888,0.84
1018,6.03
12253,0.6
10336,0.6
2140,0.6
660,0.706
3512,1.38
9043,1.4
115210,0.6
10315,6.181
9477,2.853
8741,2.281
365942,0.6
242224,0.631
12122,4.257
19959,1.666
4141,1.094
252680,0.6
658,5.4
10991,2.442
10159,3.378
713,3.314
2268,2.1
314365,1.561
755,4.63
336004,2.188
9313,0.6
52449,1.502
470044,0.6
509853,1.631
9529,0.84
1729,0.984
6961,0.694
197796,1.4
458305,1.38
44048,3.369
381283,3.059
335777,2.547
555974,0.6
19585,1.144
54318,0.6
351339,0.6
55465,0.6
11667,1.434
88005,0.98
754,3.555
10204,1.4
199373,0.6
8656,1.839
6637,1.885
11260,1.308
146198,1.38
10474,0.6
9355,1.871
8848,2.393
