movie_id,title,genre_ids,release_date,movie_popularity,vote_average,vote_count,budget,revenue,rating
336843,Maze Runner: The Death Cure,"[878, 28, 12, 53]",2018-01-10,81.337,7.1,6100,62000000,288175335,PG-13
76492,Hotel Transylvania,"[16, 35, 10751, 14]",2012-09-20,81.229,7.0,7003,85000000,358375603,PG
74513,Special Forces,"[28, 18, 10752]",2011-11-02,81.208,6.7,399,10000000,3424648,R
9543,Prince of Persia: The Sands of Time,"[12, 14, 28]",2010-05-19,81.074,6.2,5566,150000000,335154643,PG-13
50619,The Twilight Saga: Breaking Dawn - Part 1,"[12, 14, 10749]",2011-11-16,80.847,6.2,7271,110000000,712171856,PG-13
57165,Wrath of the Titans,"[14, 12]",2012-03-28,80.808,5.7,3396,150000000,301970083,PG-13
20526,TRON: Legacy,"[12, 28, 878]",2010-12-14,80.667,6.4,5772,170000000,400062763,PG
307081,Southpaw,"[28, 18]",2015-03-24,80.528,7.4,4540,30000000,91709827,R
531499,The Tax Collector,"[28, 80, 18]",2020-08-07,80.498,5.7,333,30000000,942666,R
49026,The Dark Knight Rises,"[28, 80, 18, 53]",2012-07-16,80.362,7.8,18631,250000000,1081041287,PG-13
44912,Green Lantern,"[12, 28, 53, 878]",2011-06-16,80.25,5.2,5941,200000000,219851172,PG-13
17979,A Christmas Carol,"[16, 10751, 18, 14]",2009-11-04,80.118,6.8,3581,200000000,325286646,PG
603,The Matrix,"[28, 878]",1999-03-30,80.042,8.2,20290,63000000,463517383,R
439079,The Nun,"[27, 9648, 53]",2018-09-05,79.845,5.8,4939,22000000,365550119,R
37724,Skyfall,"[28, 12, 53]",2012-10-25,79.834,7.2,13021,200000000,1108561013,PG-13
136797,Need for Speed,"[28, 80, 18, 53]",2014-03-12,79.739,6.3,3424,66000000,203277636,PG-13
38757,Tangled,"[16, 10751]",2010-11-24,79.738,7.6,8976,260000000,592461732,PG
71676,Ghost Rider: Spirit of Vengeance,"[28, 14, 53]",2011-12-11,79.608,5.0,2945,57000000,132563930,PG-13
57158,The Hobbit: The Desolation of Smaug,"[14, 12, 28]",2013-12-11,79.248,7.6,10533,250000000,958400000,PG-13
291870,Dirty Grandpa,[35],2016-01-20,79.022,5.9,3638,11500000,94073028,R
45610,Machine Gun Preacher,"[28, 53, 80]",2011-09-23,78.894,6.7,760,30000000,2527904,R
268896,Pacific Rim: Uprising,"[28, 14, 878, 12]",2018-03-21,78.823,6.1,3809,150000000,290061297,PG-13
168259,Furious 7,"[28, 53, 80, 12]",2015-04-01,78.804,7.3,8788,190000000,1515047671,PG-13
8920,Garfield,"[16, 35, 10751]",2004-06-10,78.742,5.6,3017,50000000,200804534,PG
11186,Child's Play 2,"[27, 53]",1990-11-09,78.698,6.2,1260,13000000,35763605,R
38700,Bad Boys for Life,"[53, 28, 80]",2020-01-15,78.631,7.2,6679,90000000,426505244,R
270946,Penguins of Madagascar,"[10751, 16, 12, 35]",2014-11-22,78.265,6.5,3283,132000000,373552094,PG
305470,Power Rangers,"[878, 28, 12]",2017-03-23,78.079,6.3,3718,100000000,142337240,PG-13
126889,Alien: Covenant,"[27, 878, 9648]",2017-05-09,78.012,6.0,6791,97000000,232380243,R
287947,Shazam!,"[28, 35, 14]",2019-03-29,77.92,7.1,7073,80000000,365971656,PG-13
10567,Dinosaur,"[10751, 16]",2000-05-19,77.86,6.5,1897,127500000,354248063,PG
41630,No Strings Attached,"[35, 10749]",2011-01-21,77.678,6.3,3867,25000000,149228077,R
49013,Cars 2,"[16, 10751, 12, 35]",2011-06-11,77.659,6.0,5911,200000000,559852396,G
76757,Jupiter Ascending,"[878, 14, 28, 12]",2015-02-04,77.535,5.4,5693,176000003,183987723,PG-13
335988,Transformers: The Last Knight,"[28, 12, 878, 14]",2017-06-16,77.511,6.1,4730,217000000,605425157,PG-13
166426,Pirates of the Caribbean: Dead Men Tell No Tales,"[12, 28, 14]",2017-05-23,76.907,6.6,9692,230000000,794861794,PG-13
37430,Conan the Barbarian,"[12, 14, 28]",2011-08-17,76.884,5.3,1460,90000000,63523283,R
23629,Sucker Punch,"[28, 14, 53]",2011-03-24,76.437,6.1,3799,82000000,89792502,PG-13
122,The Lord of the Rings: The Return of the King,"[12, 14, 28]",2003-12-01,76.374,8.5,18654,94000000,1118888979,PG-13
408,Snow White and the Seven Dwarfs,"[14, 16, 10751]",1938-02-04,76.361,7.1,5935,1488423,184925486,G
167032,Curse of Chucky,"[27, 53]",2013-10-04,76.308,5.9,1139,5000000,3800000,R
52520,Underworld: Awakening,"[14, 28, 27]",2012-01-19,75.989,6.3,3353,70000000,160112671,R
23047,Season of the Witch,"[12, 14, 28]",2011-01-07,75.822,5.4,1925,40000000,91627228,PG-13
46528,The Warrior's Way,"[12, 14, 28, 37, 53]",2010-12-01,75.786,6.6,413,42000000,11087569,R
810,Shrek the Third,"[14, 12, 16, 35, 10751]",2007-05-17,75.621,6.2,7005,160000000,813367380,PG
41154,Men in Black 3,"[28, 35, 878]",2012-05-23,75.416,6.5,8556,225000000,624026776,PG-13
340102,The New Mutants,"[27, 878]",2020-08-26,74.816,6.3,2414,67000000,45534613,PG-13
11688,The Emperor's New Groove,"[12, 16, 35, 10751, 14]",2000-12-15,74.734,7.6,5204,100000000,169327687,G
117251,White House Down,"[28, 18, 53]",2013-06-27,74.728,6.4,3852,150000000,205366737,PG-13
14160,Up,"[16, 35, 10751, 12]",2009-05-28,74.542,7.9,16488,175000000,735099082,PG
333484,The Magnificent Seven,"[12, 28, 37]",2016-09-14,74.489,6.3,4826,90000000,162360636,PG-13
11187,Child's Play 3,"[27, 53]",1991-08-30,74.11,5.9,1085,13000000,20560255,R
75174,The Grey,"[18, 53, 28, 12]",2011-09-14,74.101,6.6,3071,25000000,77278331,R
9502,Kung Fu Panda,"[28, 12, 16, 10751, 35]",2008-06-04,73.732,7.2,8881,130000000,631744560,PG
297762,Wonder Woman,"[28, 12, 14]",2017-05-30,73.675,7.3,17107,149000000,821847012,PG-13
150540,Inside Out,"[16, 10751, 12, 18, 35]",2015-06-09,73.53,7.9,17186,175000000,857611174,PG
950,Ice Age: The Meltdown,"[16, 10751, 35, 12]",2006-03-29,73.481,6.7,7933,80000000,660998756,PG
259316,Fantastic Beasts and Where to Find Them,"[12, 14]",2016-11-16,73.371,7.4,15843,180000000,809342332,PG-13
10201,Yes Man,"[35, 10749]",2008-12-09,73.361,6.6,5328,70000000,223241637,PG-13
190859,American Sniper,"[10752, 28]",2014-12-25,80.508,7.4,10667,58800000,542307423,R
10020,Beauty and the Beast,"[10749, 10751, 16, 14]",1991-10-22,73.205,7.7,8062,25000000,424967620,G
16995,State of Play,"[53, 18]",2009-04-17,73.075,6.8,1436,60000000,87784194,PG-13
269149,Zootopia,"[16, 12, 10751, 35]",2016-02-11,73.035,7.7,13440,150000000,1023784195,PG
34544,The A-Team,"[53, 28, 12, 35, 80]",2010-06-09,73.009,6.4,3721,110000000,177238796,PG-13
102899,Ant-Man,"[878, 28, 12]",2015-07-14,73.0,7.1,16334,130000000,519311965,PG-13
75656,Now You See Me,"[53, 80]",2013-05-29,72.986,7.4,13191,75000000,351723989,PG-13
503314,Dragon Ball Super: Broly,"[28, 878, 16]",2018-12-14,72.894,7.8,2119,1000000,125002821,PG
39513,Paul,"[12, 35, 878]",2011-02-14,72.789,6.7,4535,40000000,97984015,R
10192,Shrek Forever After,"[35, 12, 14, 16, 10751]",2010-05-16,72.704,6.3,5663,165000000,752600867,PG
363088,Ant-Man and the Wasp,"[28, 12, 878]",2018-07-04,72.625,7.0,10471,140000000,622674139,PG-13
420817,Aladdin,"[12, 14, 10749, 10751]",2019-05-22,72.551,7.1,8202,183000000,1047612394,PG
4247,Scary Movie,[35],2000-07-07,72.51,6.3,5200,19000000,278019771,R
424694,Bohemian Rhapsody,"[10402, 18, 36]",2018-10-24,71.743,8.0,13972,52000000,894027543,PG-13
76341,Mad Max: Fury Road,"[28, 12, 878]",2015-05-13,71.605,7.5,18693,150000000,378858340,R
273481,Sicario,"[28, 80, 53]",2015-09-17,71.487,7.4,6549,30000000,84872444,R
62211,Monsters University,"[16, 10751]",2013-06-19,71.3,7.0,8689,200000000,743559607,G
6499,Turbo: A Power Rangers Movie,"[28, 12, 10751, 14, 878, 53]",1997-03-27,71.093,5.7,203,10000000,17979739,PG
8363,Superbad,[35],2007-03-20,71.014,7.2,5422,20000000,121463226,R
42684,Skyline,"[878, 28]",2010-11-11,70.799,4.9,1242,10000000,66984887,PG-13
17134,12 Rounds,"[28, 53, 80]",2009-03-19,70.705,5.9,570,20000000,17280326,PG-13
19908,Zombieland,"[35, 27]",2009-10-07,70.526,7.3,9931,23600000,102391540,R
62177,Brave,"[16, 12, 35, 10751, 28, 14]",2012-06-21,70.341,7.0,11076,185000000,538983207,PG
412117,The Secret Life of Pets 2,"[12, 16, 35, 10751]",2019-05-24,70.319,7.0,2324,80000000,155152550,PG
81188,Rise of the Guardians,"[10751, 16, 14, 28, 12]",2012-11-21,70.265,7.3,5363,145000000,306941670,PG
105864,The Good Dinosaur,"[12, 16, 10751]",2015-11-14,70.261,6.7,4418,175000000,332207671,PG
102651,Maleficent,"[14, 12, 28, 10751, 10749]",2014-05-28,69.864,7.1,11282,180000000,758539785,PG
249070,Hitman: Agent 47,"[28, 80, 53]",2015-08-20,69.856,5.8,2426,35000000,81967450,R
4258,Scary Movie 5,[35],2013-04-11,69.821,4.8,2207,20000000,78378744,PG-13
82675,Taken 2,"[28, 80, 53]",2012-09-27,69.769,6.3,5440,45000000,376141306,PG-13
749274,Cry Macho,"[37, 18]",2021-09-16,69.64,6.4,315,33000000,11780000,PG-13
206647,Spectre,"[28, 12, 53]",2015-10-26,69.555,6.5,8730,245000000,880674609,PG-13
139038,A Haunted House,"[35, 27]",2013-01-11,69.334,5.7,1348,2500000,60141683,R
48340,Sanctum,"[28, 53]",2011-02-03,69.245,5.9,775,30000000,108609310,R
245891,John Wick,"[28, 53]",2014-10-22,69.062,7.4,15028,20000000,88761661,R
225886,Sex Tape,[35],2014-07-17,68.944,5.4,3528,40000000,126069509,R
559907,The Green Knight,"[14, 12, 18]",2021-07-29,68.893,6.6,608,15000000,18192220,R
953,Madagascar,"[10751, 16, 12, 35]",2005-05-25,68.831,6.9,8701,75000000,542063846,PG
34813,The Losers,"[28, 12, 80, 9648, 53]",2010-04-23,68.763,6.3,1346,25000000,23580000,PG-13
3170,Bambi,"[16, 18, 10751]",1942-08-14,68.742,7.0,4487,858000,267447150,G
18239,The Twilight Saga: New Moon,"[12, 14, 18, 10749]",2009-11-18,68.646,6.0,7580,50000000,709827462,PG-13
424783,Bumblebee,"[28, 12, 878]",2018-12-15,68.545,6.7,4689,135000000,467989645,PG-13
522931,Hitman's Wife's Bodyguard,"[28, 35, 53]",2021-06-14,68.46,7.0,922,50000000,69212098,R
37135,Tarzan,"[10751, 12, 16, 18]",1999-06-18,68.425,7.4,5355,130000000,448191819,G
46195,Rio,"[16, 12, 35, 10751]",2011-04-03,68.38,6.7,5294,90000000,484635760,G
496243,Parasite,"[35, 53, 18]",2019-05-30,68.365,8.5,12596,11363000,257591776,R
159824,Hotel Transylvania 2,"[10751, 16, 35, 14]",2015-09-21,68.175,6.8,4567,80000000,473226958,PG
60304,Hansel & Gretel: Witch Hunters,"[14, 27, 28]",2013-01-17,67.697,6.0,5687,50000000,226349749,R
522627,The Gentlemen,"[28, 80, 35]",2019-12-03,37.503,7.7,3741,22000000,114996853,R
76726,Chronicle,"[878, 18, 53]",2012-02-01,67.5,6.8,4156,15000000,145000000,PG-13
51608,The Man from Nowhere,"[28, 53, 80]",2010-08-04,67.496,7.7,922,1255000,43059790,R
136418,Hummingbird,"[28, 53]",2013-05-07,67.267,6.2,1293,20000000,8352885,R
262500,Insurgent,"[28, 12, 878, 53]",2015-03-18,66.766,6.4,8626,110000000,295238201,PG-13
228326,The Book of Life,"[16, 12, 35, 10751, 14]",2014-10-01,66.541,7.5,2054,50000000,97437106,PG
11836,The SpongeBob SquarePants Movie,"[10751, 16, 35, 14]",2004-11-14,66.425,6.9,2162,30000000,140161792,PG
20048,Confessions of a Shopaholic,"[35, 10749]",2009-02-05,66.179,6.4,2229,40000000,108332743,PG
93456,Despicable Me 2,"[16, 35, 10751]",2013-06-26,65.996,6.9,9419,76000000,970761885,PG
181812,Star Wars: The Rise of Skywalker,"[28, 12, 878]",2019-12-18,65.777,6.5,7259,250000000,1074144248,PG-13
138103,The Expendables 3,"[28, 12, 53]",2014-08-04,65.698,6.2,3960,90000000,206172544,PG-13
345940,The Meg,"[28, 878, 27]",2018-08-09,65.675,6.2,5564,150000000,530243742,PG-13
246655,X-Men: Apocalypse,"[28, 12, 878, 14]",2016-05-18,65.628,6.5,10870,178000000,543934787,PG-13
11970,Hercules,"[16, 10751, 14, 12, 35, 10749]",1997-06-20,65.504,7.5,5905,85000000,252712101,G
58857,13 Assassins,"[12, 18, 28]",2010-09-09,65.383,7.3,794,6000000,17555141,R
134374,Pain & Gain,"[80, 28, 35]",2013-04-18,65.322,6.2,3543,25000000,87305549,R
232672,Blended,[35],2014-05-21,65.002,6.8,2653,40000000,127994610,PG-13
345938,The Shack,"[18, 14]",2017-03-03,64.903,7.4,1573,20000000,92924405,PG-13
521029,Annabelle Comes Home,"[27, 53, 9648]",2019-06-26,64.699,6.4,2562,30000000,231252591,R
364689,Ferdinand,"[16, 10751, 12, 35]",2017-12-09,64.339,7.2,2268,111000000,295038508,PG
14405,Beverly Hills Chihuahua,"[35, 10751, 12, 10749]",2008-10-03,64.175,5.3,820,20000000,149281606,PG
38055,Megamind,"[16, 28, 35, 10751, 878]",2010-10-28,64.099,6.9,5330,130000000,321885765,PG
615,The Passion of the Christ,[18],2004-02-25,64.088,7.4,3178,30000000,611899420,R
140607,Star Wars: The Force Awakens,"[28, 12, 878, 14]",2015-12-15,64.033,7.3,16403,245000000,2068223624,PG-13
9325,The Jungle Book,"[10751, 16, 12]",1967-10-18,64.011,7.3,5072,4000000,205843612,G
281338,War for the Planet of the Apes,"[18, 878, 10752]",2017-07-11,63.932,7.1,7041,150000000,488533726,PG-13
316727,The Purge: Election Year,"[28, 27, 53]",2016-06-29,63.714,6.4,4296,10000000,118587880,R
223702,Sausage Party,"[16, 12, 35, 14]",2016-07-11,63.684,5.7,5963,19000000,140705322,R
47964,A Good Day to Die Hard,"[28, 53]",2013-02-06,63.403,5.3,5379,92000000,304654182,R
37834,Knight and Day,"[28, 35]",2010-06-15,63.195,6.2,3527,117000000,261930431,PG-13
169917,A Walk Among the Tombstones,"[80, 18, 9648, 53]",2014-09-18,63.134,6.3,2283,28000000,53181600,R
286217,The Martian,"[18, 12, 878]",2015-09-30,63.083,7.7,16331,108000000,630161890,PG-13
181808,Star Wars: The Last Jedi,"[878, 28, 12]",2017-12-13,63.066,6.9,12457,200000000,49,PG-13
10009,Brother Bear,"[12, 16, 10751]",2003-10-23,62.913,7.2,4321,128000000,250397798,G
10191,How to Train Your Dragon,"[14, 12, 16, 10751]",2010-03-10,62.801,7.8,10469,165000000,494878759,PG
373571,Godzilla: King of the Monsters,"[878, 28]",2019-05-29,62.747,6.7,4513,170000000,386600138,PG-13
150689,Cinderella,"[10749, 14, 10751, 18]",2015-03-12,62.73,6.8,6050,95000000,543514353,PG
346910,The Predator,"[878, 28, 12, 35]",2018-09-05,62.544,5.6,3565,88000000,160542134,R
11674,101 Dalmatians,"[10751, 35]",1996-11-27,62.457,5.9,2677,54000000,320689294,G
131634,The Hunger Games: Mockingjay - Part 2,"[28, 12, 878]",2015-11-18,62.43,6.9,10167,160000000,653428261,PG-13
11544,Lilo & Stitch,"[16, 10751]",2002-06-21,62.416,7.5,4758,80000000,273144151,PG
10588,The Cat in the Hat,"[10751, 14]",2003-11-21,62.415,5.3,1250,109000000,133818283,PG
12244,9,"[28, 12, 16, 878, 53]",2009-08-19,62.223,6.8,2789,30000000,48428063,PG-13
19840,"I Love You, Beth Cooper","[35, 10749]",2009-07-10,62.219,5.9,650,18000000,15345201,PG-13
447332,A Quiet Place,"[27, 18, 878]",2018-04-03,62.21,7.4,10978,17000000,340677200,PG-13
81796,Lockout,"[28, 53, 878]",2012-04-12,62.163,5.9,1453,20000000,32204030,PG-13
19994,Jennifer's Body,"[27, 35]",2009-09-18,61.994,5.8,2797,16000000,31556061,R
57800,Ice Age: Continental Drift,"[16, 35, 12, 10751]",2012-06-27,61.718,6.3,6158,95000000,877244782,PG
82702,How to Train Your Dragon 2,"[14, 28, 12, 16, 35, 10751]",2014-06-05,61.698,7.7,7761,145000000,621537500,PG
351819,Fifty Shades of Black,"[10749, 35]",2016-01-28,61.614,4.9,1109,20000000,21164799,R
137113,Edge of Tomorrow,"[28, 878]",2014-05-27,61.531,7.6,11142,178000000,370541256,PG-13
400928,Gifted,"[10751, 18, 35]",2017-04-12,61.503,8.1,4145,7000000,40343446,PG-13
10681,WALL·E,"[16, 10751, 878]",2008-06-22,61.202,8.1,15053,180000000,521311860,G
124905,Godzilla,"[28, 18, 878]",2014-05-14,61.188,6.2,7294,160000000,529076069,PG-13
339846,Baywatch,"[35, 28, 80]",2017-05-12,61.181,6.1,6693,69000000,177856751,R
12230,One Hundred and One Dalmatians,"[12, 16, 35, 10751]",1961-01-25,61.142,7.2,5031,4000000,85000000,G
27581,The Other Guys,"[35, 28, 80]",2010-08-06,61.042,6.3,3222,100000000,170432927,NR
339984,Miracles from Heaven,[18],2016-03-17,60.838,7.4,922,16000000,73983359,PG
812,Aladdin,"[16, 10751, 12, 14, 10749]",1992-11-25,60.823,7.6,9287,28000000,504050219,G
11360,Dumbo,"[16, 10751]",1941-10-31,60.442,7.0,3957,812000,1600000,G
129,Spirited Away,"[16, 10751, 14]",2001-07-20,60.365,8.5,12107,19000000,274925095,PG
20662,Robin Hood,[12],2010-05-12,60.045,6.4,3655,200000000,321669741,PG-13
335984,Blade Runner 2049,"[878, 18]",2017-10-04,60.03,7.5,10181,150000000,259239658,R
522938,Rambo: Last Blood,"[28, 53, 18]",2019-09-19,59.993,6.5,2859,50000000,91490353,R
49849,Cowboys & Aliens,"[28, 878, 53, 37]",2011-07-29,59.941,5.5,4143,163000000,174822325,PG-13
324852,Despicable Me 3,"[28, 16, 35, 10751, 12]",2017-06-15,59.935,6.4,5752,80000000,1031552585,PG
9769,Lolita,[18],1997-09-27,59.935,7.1,1175,62000000,1071255,R
14306,Marley & Me,"[35, 10751]",2008-12-25,59.877,7.2,3800,60000000,242717113,PG
287590,Saint Seiya: Legend of Sanctuary,"[28, 16, 14]",2014-06-21,59.839,6.4,506,23000000,17150803,PG-13
273477,Scouts Guide to the Zombie Apocalypse,"[35, 27]",2015-10-23,59.827,6.5,1426,15000000,14860766,R
141052,Justice League,"[28, 12, 14, 878]",2017-11-15,59.817,6.2,10938,300000000,657924295,PG-13
10202,Bedtime Stories,"[14, 35, 10751, 10749]",2008-12-24,59.752,6.1,2292,80000000,212874864,PG
64635,Total Recall,"[28, 878, 12, 53]",2012-08-02,59.75,6.0,4500,125000000,198802074,PG-13
353486,Jumanji: Welcome to the Jungle,"[12, 28, 35, 14]",2017-12-09,59.681,6.8,11222,90000000,962102237,PG-13
278154,Ice Age: Collision Course,"[12, 16, 10751, 35, 878]",2016-06-23,59.655,6.0,3564,105000000,408579038,PG
155,The Dark Knight,"[18, 28, 80, 53]",2008-07-14,59.634,8.5,26288,185000000,1004558444,PG-13
187017,22 Jump Street,"[80, 35, 28]",2014-06-05,59.617,6.9,6661,50000000,188441614,R
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,[35],1996-01-12,59.503,6.9,834,3800000,20109115,R
409502,I'm Not Ashamed,[18],2016-10-21,59.352,7.5,192,1500000,2000000,PG-13
290859,Terminator: Dark Fate,"[28, 12, 878, 53]",2019-10-23,59.163,6.5,3799,185000000,261119292,R
123553,The Mortal Instruments: City of Bones,"[14, 28, 9648]",2013-08-21,59.091,6.4,3901,60000000,95396573,PG-13
454640,The Angry Birds Movie 2,"[16, 35, 12, 10751]",2019-08-02,59.082,7.2,1175,65000000,147792047,PG
19899,Couples Retreat,"[35, 10749]",2009-09-19,59.0,5.5,1537,70000000,171844840,PG-13
454527,Benedetta,"[18, 36, 10749]",2021-07-09,58.916,6.7,193,24350000,2652725,NR
37786,Sex and the City 2,"[35, 18, 10749]",2010-05-26,58.811,6.1,1342,100000000,290745055,R
10527,Madagascar: Escape 2 Africa,"[10751, 12, 16, 35]",2008-10-30,58.753,6.4,5466,150000000,603900354,PG
297761,Suicide Squad,"[28, 12, 14]",2016-08-03,58.731,5.9,18185,175000000,746846894,PG-13
44896,Rango,"[16, 35, 10751, 37, 12]",2011-03-02,58.676,6.7,5033,135000000,245724603,PG
49444,Kung Fu Panda 2,"[16, 10751]",2011-05-25,58.605,6.9,5287,150000000,665692281,PG
157350,Divergent,"[28, 12, 878]",2014-03-14,58.541,6.9,10880,85000000,288747895,PG-13
9552,The Exorcist,[27],1973-05-31,58.489,7.7,5990,8000000,441306145,R
616651,Stillwater,"[18, 80, 53]",2021-07-29,58.488,6.9,380,20000000,15987232,R
136799,Trolls,"[10751, 16, 14, 12, 35, 10402]",2016-10-13,58.373,6.7,2908,125000000,346864462,PG
9714,Home Alone 3,"[35, 10751]",1997-12-12,58.354,5.3,2316,32000000,79082515,PG
13971,Wild Child,"[35, 18, 10749]",2008-08-15,58.238,6.7,1534,20000000,21972336,PG-13
313297,Kubo and the Two Strings,"[16, 12, 10751]",2016-08-18,58.125,7.7,2929,60000000,76249438,PG
20352,Despicable Me,"[10751, 16, 35]",2010-07-08,58.068,7.2,12681,69000000,533679475,PG
36557,Casino Royale,"[12, 28, 53]",2006-11-14,58.0,7.5,8492,150000000,599045960,PG-13
80321,Madagascar 3: Europe's Most Wanted,"[16, 10751, 35, 12]",2012-06-06,57.934,6.6,4883,145000000,746921274,PG
2105,American Pie,"[35, 10749]",1999-07-09,57.914,6.5,6186,11000000,235483004,NR
293167,Kong: Skull Island,"[28, 12, 14]",2017-03-08,57.644,6.5,8588,185000000,566652812,PG-13
338967,Zombieland: Double Tap,"[27, 28, 35]",2019-10-09,57.492,7.0,4147,42000000,122801777,R
238,The Godfather,"[18, 80]",1972-03-14,57.352,8.7,15129,6000000,245066411,R
14560,Paul Blart: Mall Cop,"[28, 12, 35, 10751]",2009-01-15,56.943,5.4,1966,26000000,183293131,PG
399579,Alita: Battle Angel,"[28, 878, 12]",2019-01-31,56.849,7.2,7072,170000000,404852543,PG-13
10521,Bride Wars,"[35, 10749]",2009-01-09,56.822,6.2,2491,30000000,114663461,PG
480530,Creed II,[18],2018-11-21,56.778,6.9,3969,50000000,214215889,PG-13
511987,Crawl,"[53, 27, 28]",2019-07-11,56.758,6.3,2335,13500000,89203432,R
14248,Igor,"[16, 35, 10751, 14]",2008-09-19,56.675,5.9,442,25000000,30700000,PG
272,Batman Begins,"[28, 80, 18]",2005-06-10,56.603,7.7,16885,150000000,374218673,PG-13
479455,Men in Black: International,"[35, 878]",2019-06-12,56.513,6.0,3676,110000000,252608480,PG-13
21208,Orphan,"[27, 53, 9648]",2009-07-24,56.482,6.9,3847,20000000,77912251,R
64690,Drive,"[18, 53, 80]",2011-08-06,56.319,7.6,9834,15000000,78054825,R
283366,Miss Peregrine's Home for Peculiar Children,"[18, 14, 12, 10751]",2016-09-27,56.215,6.8,8407,110000000,296482446,PG-13
147441,Exodus: Gods and Kings,"[12, 18, 28]",2014-12-03,56.038,5.8,3793,140000000,268031828,PG-13
339403,Baby Driver,"[28, 80]",2017-06-28,56.018,7.5,12580,34000000,226945087,R
381288,Split,"[27, 53]",2016-11-15,55.961,7.3,14455,9000000,278454358,PG-13
10729,Quick Change,"[35, 80]",1990-07-13,55.926,6.7,247,15000000,15260154,R
11,Star Wars,"[12, 28, 878]",1977-05-25,55.766,8.2,16333,11000000,775398007,PG
62835,Colombiana,"[28, 53, 80, 18]",2011-07-27,55.71,6.6,2011,40000000,60965854,PG-13
100402,Captain America: The Winter Soldier,"[28, 12, 878]",2014-03-20,55.67,7.7,15321,170000000,714766572,PG-13
4248,Scary Movie 2,[35],2001-07-04,55.58,5.8,3535,45000000,141220678,R
68737,Seventh Son,"[12, 14]",2014-12-12,55.537,5.5,2086,95000000,114178613,PG-13
522162,Midway,"[10752, 36, 28, 18]",2019-11-06,55.495,7.1,1709,100000000,125641396,PG-13
118340,Guardians of the Galaxy,"[28, 878, 12]",2014-07-30,55.319,7.9,23441,170000000,772776600,PG-13
311324,The Great Wall,"[28, 12, 14]",2016-12-16,55.314,5.9,4068,150000000,331957105,PG-13
346364,It,"[27, 14]",2017-09-06,55.309,7.2,15859,35000000,701796444,R
300671,13 Hours: The Secret Soldiers of Benghazi,"[10752, 28, 36, 53, 18]",2016-01-14,55.188,7.2,2581,50000000,69411370,R
346672,Underworld: Blood Wars,"[14, 28, 53, 27]",2016-11-24,55.15,5.8,3041,35000000,81093313,R
158015,The Purge,"[878, 27, 53]",2013-05-31,55.093,6.3,6935,3000000,89328627,R
68718,Django Unchained,"[18, 37]",2012-12-25,55.054,8.1,21598,100000000,425368238,R
291805,Now You See Me 2,"[53, 28, 35]",2016-06-02,54.794,6.8,9099,90000000,334901337,PG-13
10198,The Princess and the Frog,"[10749, 10751, 16]",2009-12-08,54.681,7.1,4213,105000000,270997378,G
10184,He's Just Not That Into You,"[35, 10749, 18]",2009-02-06,54.677,6.5,2947,40000000,178866158,PG-13
184315,Hercules,"[28, 12]",2014-07-23,54.672,5.7,3391,100000000,244819862,PG-13
920,Cars,"[16, 12, 35, 10751]",2006-06-08,54.238,6.9,11076,120000000,461983149,G
172385,Rio 2,"[10751, 12, 35, 16]",2014-03-19,54.232,6.5,2697,103000000,500188435,G
338952,Fantastic Beasts: The Crimes of Grindelwald,"[12, 14, 18]",2018-11-14,54.182,6.9,8537,200000000,653355901,PG-13
481084,The Addams Family,"[10751, 16, 35]",2019-10-10,54.072,6.7,1639,40000000,203044905,PG
481848,The Call of the Wild,"[12, 10751, 18]",2020-02-19,125.7,7.6,2721,109000000,107604626,PG
87428,That's My Boy,"[35, 18]",2012-06-14,53.84,5.7,1367,70000000,58058367,R
13053,Bolt,"[16, 10751, 12, 35]",2008-11-21,53.761,6.5,4792,150000000,309979994,PG
166428,How to Train Your Dragon: The Hidden World,"[16, 10751, 12]",2019-01-03,53.755,7.8,4832,129000000,517526875,PG
49018,Insidious,"[27, 53]",2010-09-13,53.667,6.9,5226,1500000,97009150,PG-13
23483,Kick-Ass,"[28, 80]",2010-03-22,53.549,7.1,9752,28000000,96188903,R
222935,The Fault in Our Stars,"[10749, 18]",2014-05-16,53.484,7.6,9688,12000000,307166834,PG-13
17610,Year One,"[35, 12]",2009-06-18,53.426,4.9,1436,60000000,62357900,PG-13
56292,Mission: Impossible - Ghost Protocol,"[28, 53, 12]",2011-12-07,53.412,7.0,7987,145000000,694713380,PG-13
604,The Matrix Reloaded,"[12, 28, 53, 878]",2003-05-15,53.34,7.0,8327,150000000,738599701,R
312221,Creed,[18],2015-11-25,53.26,7.4,5694,37000000,173567581,PG-13
9836,Happy Feet,"[16, 35, 10751]",2006-11-16,53.136,6.1,4028,100000000,384335608,PG
1724,The Incredible Hulk,"[878, 28, 12]",2008-06-12,53.12,6.2,9215,150000000,163712074,PG-13
58595,Snow White and the Huntsman,"[12, 14, 18]",2012-05-30,52.971,6.0,6774,170000000,396600000,PG-13
1579,Apocalypto,"[28, 18, 53, 36]",2006-12-07,52.862,7.5,4151,40000000,120654337,R
210577,Gone Girl,"[9648, 53, 18]",2014-10-01,52.795,7.9,15017,61000000,369330363,R
23631,Machete,"[28, 35, 53]",2010-09-01,52.702,6.3,2589,20000000,44093316,R
