adult,backdrop_path,genre_ids,movie_id,original_language,original_title,overview,popular,poster_path,upcoming,title,video,vote_average,vote_count
False,/w2jm8I0K83aZzHcI4Acl8DtuXCt.jpg,"[16, 10751, 12, 35]",675445,en,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,577.741,/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg,2021-08-09,PAW Patrol: The Movie,False,7.7,678
False,/8s4h9friP6Ci3adRGahHARVd76E.jpg,"[16, 10751, 35, 878]",379686,en,Space Jam: A New Legacy,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",509.737,/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,2021-07-08,Space Jam: A New Legacy,False,7.3,2592
False,/7z5MJGJ9CObnu770ZubDQye7DKD.jpg,[27],760195,en,Separation,A young girl finds solace in her artist father and the ghost of her dead mother.,453.801,/lHbSC2Np17CRsRXIbaE0YY1Hora.jpg,2021-04-30,Separation,False,5.9,80
False,/qknLmBKDyjGMC40b7ZehqdfIi2A.jpg,"[35, 14]",425909,en,Ghostbusters: Afterlife,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",428.352,/2gkoDo7SBHicakfQodHCaa8RG16.jpg,2021-11-11,Ghostbusters: Afterlife,False,7.6,40
False,/70AV2Xx5FQYj20labp0EGdbjI6E.jpg,"[28, 80, 53]",637649,en,Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",422.697,/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,2021-04-22,Wrath of Man,False,7.8,2652
False,/fmIp40ev4VGquK2bMo52PQgaV2d.jpg,"[16, 10751, 12, 14, 35]",529203,en,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",402.549,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,2020-11-25,The Croods: A New Age,False,7.6,2635
False,/tFBVXnqmsmoSFR3rbltTfdGIMgV.jpg,"[27, 53]",774021,en,Demonic,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,353.53,/pUK9duiCK1PKqWA5rRQ4XBMHITH.jpg,2021-07-29,Demonic,False,4.9,80
False,/uMPJwWDojedB36iowSl3HTLmTjW.jpg,"[16, 35, 10402, 10751]",812204,en,Rock Dog 2: Rock Around the Park,"When Bodi and his band 'True Blue' leave Snow Mountain, to tour with pop sensation, Lil' Foxy, they learn that fame comes at a price.",342.885,/kETYRGA15L0wkVPugSl8lKmSgFn.jpg,2021-06-24,Rock Dog 2: Rock Around the Park,False,7.6,33
False,/iTgM25ftE7YtFgZwUZupVp8A61S.jpg,"[53, 27]",631843,en,Old,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,334.406,/vclShucpUmPhdAOmKgf3B3Z4POD.jpg,2021-07-21,Old,False,6.7,1680
False,/tehpKMsls621GT9WUQie2Ft6LmP.jpg,"[27, 28, 53]",602223,en,The Forever Purge,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,286.28,/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,2021-06-30,The Forever Purge,False,7.4,1419
False,/xDnFlNrNUoSKPq4uptnhYmUZNpm.jpg,"[27, 9648, 53]",619778,en,Malignant,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",270.309,/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg,2021-09-01,Malignant,False,7.0,1013
False,/jw6ASGRT2gi8EjCImpGtbiJ9NQ9.jpg,[27],632357,en,The Unholy,"Alice, a young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",258.833,/bShgiEQoPnWdw4LBrYT5u18JF34.jpg,2021-03-31,The Unholy,False,6.9,1421
False,/vqEjXzWdzPbV2DZ7bk29weDFiDl.jpg,"[16, 12, 10751, 37]",637693,en,Spirit Untamed,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,218.156,/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg,2021-05-20,Spirit Untamed,False,7.8,293
False,/7OcRErUXXdAVAHg6y5cjn56ivtu.jpg,"[27, 9648, 53]",576845,en,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",178.531,/5iGVofFc0mCr8aJYsVICm42ThIu.jpg,2021-10-21,Last Night in Soho,False,7.5,310
False,/4dtbvoAaqiM3fVwzdffLxUdAiY6.jpg,"[10751, 35, 14]",8871,en,How the Grinch Stole Christmas,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",166.64,/1WZbbPApEivA421gCOluuzMMKCk.jpg,2000-11-17,How the Grinch Stole Christmas,False,6.7,5546
False,/5MlvT4DZIdkpb7A9t375HVoiJ1v.jpg,"[28, 12, 18, 53]",646207,en,The Ice Road,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",168.062,/uZAcqLi2DnzaCfQfkUMnMSUFx8e.jpg,2021-06-24,The Ice Road,False,7.2,770
False,/vwpxy4kmQyW5aBJ3uxhQM6koU6H.jpg,"[10751, 16]",743439,en,PAW Patrol: Jet to the Rescue,"Get ready to zoom back to Barkingburg with the pups in this all-new TV movie! When the scheming DUKE of Flappington steals a powerful levitation gem from the royal castle, it’s up to the PAW Patrol to jet to the rescue before the town is lost forever! Then join the PAW Patrol in even more high-flying adventures where they will save a stunt pilot, one of Mayor Humdinger’s kittens, and even Skye when she breaks her wing flying to Jake’s Mountain!",136.444,/qHcn3PbjVHxBweDZxWpYH3JfugS.jpg,2020-09-10,PAW Patrol: Jet to the Rescue,False,7.0,118
False,/2NdMA6PbFMJEP5DmadfGPMECeQc.jpg,"[10751, 35, 16, 18, 10402]",438695,en,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",129.298,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,2021-12-02,Sing 2,False,0.0,0
False,/zaY1FoAc39lHWaA6jUF93t95D7O.jpg,"[27, 28, 878]",460458,en,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",124.343,/bArhvjRHl535XMaSh9VjInF2mSZ.jpg,2021-11-24,Resident Evil: Welcome to Raccoon City,False,0.0,0
False,/4kb7uR1UmXa33U6GB6F9xckFlhn.jpg,[18],614917,en,King Richard,"The TRUE STORY of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",120.933,/vjpMd1dsEsVBoUhq6iVHXwwFj9n.jpg,2021-11-18,King Richard,False,7.4,8
False,/al0aXl47cWkf4jnKuPiEZtjWT8j.jpg,"[12, 18, 14]",559907,en,The Green Knight,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",106.795,/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,2021-07-29,The Green Knight,False,6.7,546
False,/sNQWRiwOc1R261yg7XVXxq0b5F9.jpg,[16],812456,en,Barbie & Chelsea: The Lost Birthday,"Enjoy high-sea thrills as Barbie, Chelsea and the rest of the Roberts family set sail on an adventure cruise.  ""Barbie & Chelsea The Lost Birthday"" tells the story of Chelsea, Barbie’s precocious youngest sister, and the rest of the Roberts family as they set sail on an adventure cruise for her seventh birthday. When they cross the International Date Line, Chelsea discovers her actual birthday has been lost and she embarks on a fantastical journey through an enchanted jungle island in order to save it.",106.348,/yZdVDxLXbz4yucwMy1yTCGTYNVC.jpg,2021-05-14,Barbie & Chelsea: The Lost Birthday,False,7.2,58
False,/4BOgSGwEEHZuDhiHUOsrXaJBqoc.jpg,"[28, 18, 36]",617653,en,The Last Duel,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,101.949,/zjrJE0fpzPvX8saJXj8VNfcjBoU.jpg,2021-10-13,The Last Duel,False,7.6,415
False,/cbMQE5ymjorkyw1U8KUtTNacvA9.jpg,[18],659954,fr,Azor,"Yvan De Wiel, a private banker from Geneva, is going to an Argentina in the midst of a dictatorship to replace his partner, the object of the most worrying rumours, who disappeared overnight. Between hushed lounges, swimming pools and gardens under surveillance, a remote duel between two bankers who, despite different methods, are the accomplices of a discreet and merciless form of colonization.",93.65,/4Gra15Mqb6NvXbyYtL3hk79OQ1d.jpg,2021-09-10,Azor,False,5.6,7
False,/fNG7i7RqMErkcqhohV2a6cV1Ehy.jpg,"[28, 878]",603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",80.045,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,1999-03-30,The Matrix,False,8.2,20233
False,/uWGPC7j70LE64nbetxQGSSYJO53.jpg,"[53, 10752, 878]",762433,en,Zeros and Ones,"Called to Rome to stop an imminent terrorist bombing, a soldier desperately seeks news of his imprisoned brother — a rebel with knowledge that could thwart the attack. Navigating the capital's darkened streets, he races to a series of ominous encounters to keep the Vatican from being blown to bits.",87.289,/a6balsDWCFMHPaPT6rFoBpNjR6z.jpg,2021-11-18,Zeros and Ones,False,6.0,3
False,/oAy3GHA5EkUojSBt2WfWrvUvzXE.jpg,"[18, 80, 53]",644495,en,House of Gucci,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately…murder.",82.62,/cy6fvTf9YqehVhReYnm5cc3GqhZ.jpg,2021-11-24,House of Gucci,False,2.0,1
False,/r0skmBUfu8c6eIpofjmYLyYhOT4.jpg,"[18, 36]",716594,en,No Man of God,The complicated relationship that formed between the FBI analyst Bill Hagmaier and serial killer Bundy during Bundy's final years on death row.,77.988,/jJzmSlNorOu6yvHSjXoF0bBcx17.jpg,2021-08-19,No Man of God,False,6.9,81
False,/zsmTFn1Y2ulNd2njTjDbIhYwmkx.jpg,"[18, 35, 10749]",542178,en,The French Dispatch,"The quirky staff of an American magazine based in 1970s France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",77.979,/6JXR3KJH5roiBCjWFt09xfgxHZc.jpg,2021-10-21,The French Dispatch,False,7.4,467
False,/zEddiBK6yZNUGVnmBJzmnYcEWiR.jpg,"[18, 53, 27]",630240,fr,Titane,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",74.959,/lubDkWllPr0Susbv0K4oMGuOiLg.jpg,2021-07-14,Titane,False,6.7,338
False,/ckCrunvxJ1SqL1w4goJGGGZ5PGP.jpg,"[18, 80, 53]",616651,en,Stillwater,"Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.",73.926,/cPdmPwcIcmu0ugfKcdFtI3vmOJq.jpg,2021-07-29,Stillwater,False,7.0,362
False,/npEUveGYH2H7VTlM8k6xH6Jcvqr.jpg,"[18, 36]",684281,en,Adventures of a Mathematician,"The warmhearted story of Polish immigrant and mathematician Stan Ulam, who moved to the U.S. in the 1930s. Stan deals with the difficult losses of family and friends all while helping to create the hydrogen bomb and the first computer.",69.936,/j2QwbzBQNEw0Wx8ijiCqDZv3TVP.jpg,2021-06-11,Adventures of a Mathematician,False,6.5,13
False,/abG9ldrNqSEoguBsi9hmnjusJ0.jpg,"[35, 18, 878]",646380,en,Don't Look Up,"Two low-level astronomers, upon discovering that a meteor will strike the Earth in six months, go on a media tour to try to warn the world but find an unreceptive and unbelieving populace.",68.206,/5SkzM3TPpt72FoO46NSjipNXkNG.jpg,2021-12-10,Don't Look Up,False,0.0,0
False,/8yhWlFcJ8zCqjfCvLy3lWFuawR1.jpg,[878],579047,en,Reminiscence,"Nicolas Bannister, a rugged and solitary veteran living in a near-future Miami flooded by rising seas, is an expert in a dangerous occupation: he offers clients the chance to relive any memory they desire. His life changes when he meets a mysterious young woman named Mae. What begins as a simple matter of lost and found becomes a passionate love affair. But when a different client's memories implicate Mae in a series of violent crimes, Bannister must delve through the dark world of the past to uncover the truth about the woman he fell for.",67.005,/17siH6wJRQ2jZiqz9BWUhy1UtZ.jpg,2021-08-19,Reminiscence,False,7.1,868
False,/g6wufgtycJCP508tlC3crSYFCgC.jpg,"[37, 18]",749274,en,Cry Macho,"Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.",64.973,/wqaaWAlXgLNGdAemU7wNvFZ70hr.jpg,2021-09-16,Cry Macho,False,6.5,289
False,/b2L7jOgo5cHiRIvljD2GCqZiYO2.jpg,"[18, 36, 10749]",454527,fr,Benedetta,"In the late 17th century, with plague ravaging the land, Benedetta Carlini joins the convent in Pescia, Tuscany, as a novice. Capable from an early age of performing miracles, Benedetta’s impact on life in the community is immediate and momentous.",62.753,/7eJfB8ZwnspJV4IwREbRrfiyVag.jpg,2021-07-09,Benedetta,False,6.7,144
False,/2nJJxHjBTDVDIbpHylCsDVQ3alG.jpg,[18],716612,en,Spencer,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",56.966,/7GcqdBKaMM9BWXWN07BirBMkcBF.jpg,2021-11-05,Spencer,False,7.1,33
False,/rRDKHXSEp6G252FEl0KzGuc2DrO.jpg,"[35, 18]",557950,en,Mainstream,A young woman finds a path to internet stardom when she starts making videos with a charismatic stranger.,54.9,/sVYgFC6z0RZJrgUpve4XlyrVrgr.jpg,2021-05-07,Mainstream,False,5.0,26
False,/2dWWf6qjVU0TklCUKCUra1Yqfz3.jpg,[18],618416,en,Penguin Bloom,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life.",43.815,/iUn7594Rwfstu5njA8hf9WQIcFi.jpg,2021-01-21,Penguin Bloom,False,7.1,144
False,/hDwKDrTDzRqdMPCkx4i5Wxss3bc.jpg,"[37, 10749, 18]",600583,en,The Power of the Dog,"A domineering, magnetic rancher responds with mocking cruelty when his brother brings home a new wife and her son, until the unexpected comes to pass.",42.251,/kEy48iCzGnp0ao1cZbNeWR6yIhC.jpg,2021-11-17,The Power of the Dog,False,7.8,5
False,/jOWgFmD1H5t6nL7ChbmX8oDFUZl.jpg,"[10749, 35]",520172,en,Happiest Season,A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.,37.686,/vzec9kkOSE93tygyfOktedkeOQ.jpg,2020-11-26,Happiest Season,False,7.5,670
False,/qbQ219gsHpdx33WSfdCgG9I2Xg5.jpg,"[27, 53, 9648]",547565,en,The Night House,"Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.",37.335,/rqs2CXpc4d5FzeP1EZCYItAVo81.jpg,2021-07-15,The Night House,False,6.7,317
False,/dTz73H7EYMzIh9SAcJZRgRlss6U.jpg,[18],632617,en,C'mon C'mon,"A documentary filmmaker whose latest project involves gifted children bonds with his smart-yet-sensitive nephew, whose father struggles with bipolar disorder and is in the grips of a manic episode.",36.064,/hROb7nFIM3cnk28J0jk4rFBXGQ9.jpg,2021-11-19,C'mon C'mon,False,10.0,1
False,/qKVOTKPPtvoXd75L1HOSBPLtKWS.jpg,"[16, 28, 14, 878]",761898,ja,劇場版 ソードアート・オンライン プログレッシブ 星なき夜のアリア,"One month after Kayaba Akihiko's game of death began, the death toll continues to rise, two thousand players having already lost their lives to the ultra-difficult VRMMO world of Sword Art Online. On the day of the strategy meeting to plan out the first-floor boss battle, Kirito, a solo player who vows to fight alone to get stronger, runs into a rare, high-level female player. She gracefully dispatches powerful monsters with a single rapier that flashes like a shooting star in the night...",35.612,/ndTpuCStuEcCNNznnTwyGXJRvBn.jpg,2021-10-30,Sword Art Online the Movie -Progressive- Aria of a Starless Night,False,9.0,3
False,/l1P5JbizBI1XxzeNCrwOCQUHAI5.jpg,[18],575813,zh,少年的你,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",35.306,/csVZ2ZQCj98XdZoCuW1aixMYJ0W.jpg,2019-10-25,Better Days,False,8.4,193
False,/1yqVaDR7uIA3Xx9GQIhbEbh5pEe.jpg,"[9648, 53, 80, 35, 18]",571648,ko,지푸라기라도 잡고 싶은 짐승들,"The destinies of hard-luck lowlifes slowly converge and come crashing down: Jung-man barely gets by working at a sauna and taking care of his sick mother until he finds a bag full of cash in the locker room; Tae-young is in trouble after his girlfriend runs away with the money he borrowed from a loan shark. Soon, a dead body mysteriously turns up; Mi-ran, caught between her husband’s violence and a dead-end job as a bar hostess, she finds a young lover, Jin-tae who offers to kill her husband… And now their dog-eat-dog game starts.",35.074,/lO4hjVBxrVtMmupGraIR3c7Jq1Q.jpg,2020-02-19,Beasts Clawing at Straws,False,7.2,124
False,/ngT5lZ37bvryz5popo1IDOh03WL.jpg,"[18, 53]",635731,en,Pig,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,34.536,/1InMm4Mbjx8wCKvIy5gglo5i3HN.jpg,2021-07-16,Pig,False,6.7,365
False,/iehlEYH2bl2JPI5cz9oDKfQFOpC.jpg,[18],645886,en,The Unforgivable,"Released from prison into a society that won't forgive her past, a woman seeks redemption by searching for the sister she left behind.",34.099,/o1oIxdpevIdio3t4sskNVfp5HZ9.jpg,2021-11-24,The Unforgivable,False,0.0,0
False,/q8iOIJLvIcz5x38RrLudHQI5644.jpg,"[28, 53, 80]",738652,en,Copshop,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",32.002,/szArp3dQlVajpsqpyPFVAFHFsa3.jpg,2021-09-09,Copshop,False,6.3,114
False,,[99],788396,en,The Real Charlie Chaplin,A look at the life and work of Charlie Chaplin in his own words featuring an in-depth interview he gave to Life magazine in 1966.,31.507,/4TeJ08Csymnd257KrgS0nyxVBEy.jpg,2021-11-19,The Real Charlie Chaplin,False,0.0,0
False,/m0ppE0yXQeFWzlwLdDUFRfanp9R.jpg,"[10402, 18, 36]",592863,en,Respect,The rise of Aretha Franklin’s career from a child singing in her father’s church’s choir to her international superstardom.,31.504,/iUtPwOBZJc8uJnDqlCXTibdgxKz.jpg,2021-08-12,Respect,False,6.8,112
False,/yuxdzbQHEecWGOvaXeEYVtIyAfn.jpg,"[878, 27]",515454,en,Come True,"Looking for an escape from her recurring nightmares, 18-year-old Sarah submits to a university sleep study, but soon realizes she's become the conduit to a frightening new discovery.",30.23,/hGPGRRz6FTIRed1zestdWrV2Iwd.jpg,2020-09-24,Come True,False,5.9,112
False,/lbU0I0YWSgSm0GuMZbSvHmxO8gy.jpg,"[18, 27, 9648]",788929,is,Dýrið,"An Icelandic couple live with their herd of sheep on a beautiful but remote farm. When they discover a mysterious newborn on their land, they decide to keep it and raise it as their own. This unexpected development and the prospects of a new family brings them much joy before ultimately destroying them.",28.972,/gP9yviboTGWGolqUZKIB1UkF1C2.jpg,2021-08-12,Lamb,False,6.7,137
False,,"[10752, 18, 28, 12]",889227,zh,铁道英雄,Coming Soon,28.511,/zbukkTIIimIBIyB8zzsONJLOk6s.jpg,2021-11-19,Railway Heroes,False,5.5,2
False,/m7fSEjYAB46U9p4xYQ02JF0znKO.jpg,"[10749, 18]",653670,en,Luxor,"When British aid worker Hana returns to Luxor, a sleepy city on the banks of the Nile, she comes across Sultan, a talented archeologist and former lover. As she wanders, haunted by the familiar place, she struggles to reconcile the choices of the past with the uncertainty of the present.",28.106,/cCsC9M49KB2x7VtcO7hK8UlXeCo.jpg,2021-07-21,Luxor,False,7.4,6
False,/jZUE40mbdOWxaynVwfAj8rHGaVO.jpg,[18],777270,en,Belfast,"Buddy is a young boy on the cusp of adolescence, whose life is filled with familial love, childhood hijinks, and a blossoming romance. Yet, with his beloved hometown caught up in increasing turmoil, his family faces a momentous choice: hope the conflict will pass or leave everything they know behind for a new life.",27.0,/dRjbdzmiypTGDktRCfcMsjqqGud.jpg,2021-11-11,Belfast,False,6.1,8
False,/r7dJqfmspzVlHYWXBiKn7NP8ZBw.jpg,"[18, 53, 80]",643532,en,The Card Counter,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk. But keeping Cirk on the straight-and-narrow proves impossible, dragging Tell back into the darkness of his past.",26.599,/y5DNLVg0gPiGSkuK4yFc4fjQ42Q.jpg,2021-09-03,The Card Counter,False,6.5,211
False,/nvrwfrahn7A7Xbe6EpmKkgLAhBL.jpg,"[12, 14]",576784,ru,Конёк-горбунок,"Romantic John the Fool and his friend Foal set out on a series of unpredictable adventures in different magical worlds. The two buddies will have to outsmart an evil tyrant king, catch the firebird, and find John’s true love.",26.089,/eF66ncsrVgVX0Js5xGezRCapTjD.jpg,2021-02-18,Upon the Magic Roads,False,6.4,17
False,/gYDASy7vz8eg0zcHyYevpkhwWGG.jpg,[18],567690,en,Dear Evan Hansen,"Evan Hansen, a high schooler with social anxiety, unintentionally gets caught up in a lie after the family of a classmate who committed suicide mistakes one of Hansen’s letters for their son’s suicide note.",25.988,/83pobg0tx4r4JeLenCAemanpnS2.jpg,2021-09-24,Dear Evan Hansen,False,6.7,65
False,/cDVWsqsnGwIUqOSzAuDS0PIhNdW.jpg,"[18, 10749, 10402]",424277,en,Annette,"The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.",25.865,/4FTnypxpGltJdIARrfFsP31pGTp.jpg,2021-07-06,Annette,False,7.0,241
False,/ct1bWWE03L1AbLO7HMW6P163g4j.jpg,"[28, 27, 53]",14863,en,Anaconda 3: Offspring,"Cancer-terminal tycoon Peter Murdoch's secret Wexel Hall Pharmaceuticals lab has developed a blood orchid extract cure. To examine why it works optimally in snakes, they also bread a super-anaconda strain. But the original pair escapes, leaving a bloody trail of corpses. Murdoch runs, instructing his staff to clean up. They keep failing and being eaten like unsuspecting locals, some alive, even after enlisting ruthless big game hunter Hammett. The fast-growing pregnant monster sheds its skin, thus disabling the only tracking device.",22.985,/ce2z5H6gS6mc54kpnFj9G0xjH4G.jpg,2008-01-01,Anaconda 3: Offspring,False,4.8,211
False,,"[28, 27]",892113,en,Death Valley,"Mercenaries with nothing to lose are hired to rescue a bioengineer imprisoned in a cold war bunker. Upon entering the ominous facility, they find themselves in a fight for their lives when they come under attack from an unknown and deadly creature.",24.806,/oHKXE2ttdgNih8lQJygQZ7gNAW8.jpg,2021-11-18,Death Valley,False,2.0,1
False,/rInMNJipAil3iIcBltPiGRkNAG7.jpg,"[27, 53]",672741,en,Till Death,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",22.94,/bvwMvrX2XqZVOz35YuYbFx3Iggr.jpg,2021-07-02,Till Death,False,6.7,244
False,/znpokr30qWVJztgO3t98PVyFLdC.jpg,"[18, 36]",617762,en,The Electrical Life of Louis Wain,"The extraordinary true story of eccentric British artist Louis Wain, whose playful, sometimes even psychedelic pictures helped to transform the public's perception of cats forever.",22.831,/u1KQ8ZDvdmetAKlsCbglKhKn5Qp.jpg,2021-10-21,The Electrical Life of Louis Wain,False,7.0,43
False,/ne4QPHn56Z1vxk6iKJKvDnmNI9Y.jpg,"[80, 28, 18, 53]",611914,en,The Courier,"This intense action-thriller unfolds in real time as two embattled souls fight for their lives. Gary Oldman stars as a vicious crime boss out to kill Nick, the lone witness set to testify against him. He hires a mysterious female motorcycle courier to unknowingly deliver a poison-gas bomb to slay Nick, but after she rescues Nick from certain death, the duo must confront an army of ruthless hired killers in order to survive the night.",21.767,/cmC7bJZ5sCzx9ZsrlXOrYJfYtLc.jpg,2019-11-22,The Courier,False,6.2,414
False,/e9GbzPawXDFvLwSseCXpHkbCyAP.jpg,"[18, 80]",627,en,Trainspotting,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",16.581,/6UTzw3kipgTYAJCX8GExoXzcVOx.jpg,1996-02-23,Trainspotting,False,8.0,7783
False,/ckfwfLkl0CkafTasoRw5FILhZAS.jpg,"[28, 35, 14]",602211,en,Fatman,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",18.44,/4n8QNNdk4BOX9Dslfbz5Dy6j1HK.jpg,2020-10-19,Fatman,False,5.5,476
False,/3nUsMuAknJQFIGERcah9Eh443AF.jpg,"[12, 10751, 14]",615666,en,A Boy Called Christmas,"An ordinary young boy called Nikolas sets out on an extraordinary adventure into the snowy north in search of his father who is on a quest to discover the fabled village of the elves, Elfhelm. Taking with him a headstrong reindeer called Blitzen and a loyal pet mouse, Nikolas soon meets his destiny in this magical and endearing story that proves nothing is impossible…",18.24,/1sRejtiHOZGggZd9RcmdqbapLM5.jpg,2021-11-25,A Boy Called Christmas,False,0.0,0
