movie_id,title,release_date,movie_popularity,vote_average,vote_count,budget,revenue,rating,studios,genres
57158,The Hobbit: The Desolation of Smaug,2013-12-11,79.248,7.6,10533,250000000,958400000,PG-13,"['Warner Bros. Pictures', ' WingNut Films', ' New Line Cinema', ' Metro-Goldwyn-Mayer']","['Fantasy', 'Adventure', 'Action']"
291870,Dirty Grandpa,2016-01-20,79.022,5.9,3638,11500000,94073028,R,"['Other', ' Lionsgate', ' Other', ' QED International', ' Josephson Entertainment', ' Other']",['Comedy']
45610,Machine Gun Preacher,2011-09-23,78.894,6.7,760,30000000,2527904,R,"['Virgin Produced', ' Relativity Media', ' Other', ' Other', ' Other', ' 1984 Private Defense Contractors', ' Other', ' Other', ' Other', ' Other', ' Other']","['Action', 'Thriller', 'Crime']"
268896,Pacific Rim: Uprising,2018-03-21,78.823,6.1,3809,150000000,290061297,PG-13,"['Legendary Pictures', ' Double Dare You Productions', ' Other', ' Universal Pictures', ' DENTSU', ' Other', ' Other', ' Fuji Television Network', ' Perfect World Pictures', ' Other']","['Action', 'Fantasy', 'Science Fiction', 'Adventure']"
168259,Furious 7,2015-04-01,78.804,7.3,8788,190000000,1515047671,PG-13,"['Other', ' Universal Pictures', ' Other', ' Original Film', ' Fuji Television Network', ' Other', ' Other', ' DENTSU', ' MRC', ' One Race']","['Action', 'Thriller', 'Crime', 'Adventure']"
8920,Garfield,2004-06-10,78.742,5.6,3017,50000000,200804534,PG,"['Davis Entertainment', ' 20th Century Fox']","['Animation', 'Comedy', 'Family']"
11186,Child's Play 2,1990-11-09,78.698,6.2,1260,13000000,35763605,R,['Universal Pictures'],"['Horror', 'Thriller']"
38700,Bad Boys for Life,2020-01-15,78.631,7.2,6679,90000000,426505244,R,"['Columbia Pictures', ' 2.0 Entertainment', ' Don Simpson/Jerry Bruckheimer Films', ' Overbrook Entertainment']","['Thriller', 'Action', 'Crime']"
270946,Penguins of Madagascar,2014-11-22,78.265,6.5,3283,132000000,373552094,PG,"['DreamWorks Animation', ' Pacific Data Images']","['Family', 'Animation', 'Adventure', 'Comedy']"
305470,Power Rangers,2017-03-23,78.079,6.3,3718,100000000,142337240,PG-13,"['Lionsgate', ' Other']","['Science Fiction', 'Action', 'Adventure']"
126889,Alien: Covenant,2017-05-09,78.012,6.0,6791,97000000,232380243,R,"['Scott Free Productions', ' Brandywine Productions', ' TSG Entertainment', ' 20th Century Fox']","['Horror', 'Science Fiction', 'Mystery']"
287947,Shazam!,2019-03-29,77.92,7.1,7073,80000000,365971656,PG-13,"['DC Entertainment', ' DC Comics', ' New Line Cinema', ' Warner Bros. Pictures', ' The Safran Company', ' Seven Bucks Productions', ' DC Films']","['Action', 'Comedy', 'Fantasy']"
10567,Dinosaur,2000-05-19,77.86,6.5,1897,127500000,354248063,PG,"['Walt Disney Animation Studios', ' Walt Disney Pictures']","['Family', 'Animation']"
41630,No Strings Attached,2011-01-21,77.678,6.3,3867,25000000,149228077,R,"['Other', ' The Montecito Picture Company', ' Other']","['Comedy', 'Romance']"
49013,Cars 2,2011-06-11,77.659,6.0,5911,200000000,559852396,G,"['Pixar', ' Walt Disney Pictures']","['Animation', 'Family', 'Adventure', 'Comedy']"
76757,Jupiter Ascending,2015-02-04,77.535,5.4,5693,176000003,183987723,PG-13,"['Anarchos Productions', ' Village Roadshow Pictures', ' Dune Entertainment', ' Warner Bros. Pictures']","['Science Fiction', 'Fantasy', 'Action', 'Adventure']"
335988,Transformers: The Last Knight,2017-06-16,77.511,6.1,4730,217000000,605425157,PG-13,"['Other', ' Paramount', ' Di Bonaventura Pictures', ' Other', ' Huahua Media', ' Other', ' Hasbro']","['Action', 'Adventure', 'Science Fiction', 'Fantasy']"
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,76.907,6.6,9692,230000000,794861794,PG-13,"['Walt Disney Pictures', ' Jerry Bruckheimer Films', ' Infinitum Nihil']","['Adventure', 'Action', 'Fantasy']"
37430,Conan the Barbarian,2011-08-17,76.884,5.3,1460,90000000,63523283,R,"['Dark Horse Entertainment', ' Nu Image', ' Other', ' Nimar Studios', ' Other', ' Millennium Films']","['Adventure', 'Fantasy', 'Action']"
23629,Sucker Punch,2011-03-24,76.437,6.1,3799,82000000,89792502,PG-13,"['Legendary Pictures', ' Other', ' Warner Bros. Pictures', ' Cruel & Unusual Films']","['Action', 'Fantasy', 'Thriller']"
122,The Lord of the Rings: The Return of the King,2003-12-01,76.374,8.5,18654,94000000,1118888979,PG-13,"['New Line Cinema', ' WingNut Films', ' Other']","['Adventure', 'Fantasy', 'Action']"
408,Snow White and the Seven Dwarfs,1938-02-04,76.361,7.1,5935,1488423,184925486,G,['Walt Disney Productions'],"['Fantasy', 'Animation', 'Family']"
167032,Curse of Chucky,2013-10-04,76.308,5.9,1139,5000000,3800000,R,['Other'],"['Horror', 'Thriller']"
52520,Underworld: Awakening,2012-01-19,75.989,6.3,3353,70000000,160112671,R,"['Screen Gems', ' Lakeshore Entertainment', ' Saturn Films', ' Other', ' Other']","['Fantasy', 'Action', 'Horror']"
23047,Season of the Witch,2011-01-07,75.822,5.4,1925,40000000,91627228,PG-13,"['Atlas Entertainment', ' Relativity Media']","['Adventure', 'Fantasy', 'Action']"
46528,The Warrior's Way,2010-12-01,75.786,6.6,413,42000000,11087569,R,['Other'],"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']"
810,Shrek the Third,2007-05-17,75.621,6.2,7005,160000000,813367380,PG,"['DreamWorks Animation', ' Pacific Data Images']","['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
41154,Men in Black 3,2012-05-23,75.416,6.5,8556,225000000,624026776,PG-13,"['Columbia Pictures', ' Hemisphere Media Capital', ' Amblin Entertainment', ' Parkes+MacDonald Image Nation', ' Imagenation Abu Dhabi FZ']","['Action', 'Comedy', 'Science Fiction']"
340102,The New Mutants,2020-08-26,74.816,6.3,2414,67000000,45534613,PG-13,"['Marvel Entertainment', ' Other', ' TSG Entertainment', ' Genre Films', ' Sunswept Entertainment']","['Horror', 'Science Fiction']"
11688,The Emperor's New Groove,2000-12-15,74.734,7.6,5204,100000000,169327687,G,"['Walt Disney Animation Studios', ' Walt Disney Pictures']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
117251,White House Down,2013-06-27,74.728,6.4,3852,150000000,205366737,PG-13,"['Other', ' Columbia Pictures', ' Other', ' Centropolis Entertainment']","['Action', 'Drama', 'Thriller']"
14160,Up,2009-05-28,74.542,7.9,16488,175000000,735099082,PG,['Pixar'],"['Animation', 'Comedy', 'Family', 'Adventure']"
333484,The Magnificent Seven,2016-09-14,74.489,6.3,4826,90000000,162360636,PG-13,"['Escape Artists', ' Columbia Pictures', ' Village Roadshow Pictures', ' LStar Capital', ' Other', ' Metro-Goldwyn-Mayer']","['Adventure', 'Action', 'Western']"
11187,Child's Play 3,1991-08-30,74.11,5.9,1085,13000000,20560255,R,['Universal Pictures'],"['Horror', 'Thriller']"
75174,The Grey,2011-09-14,74.101,6.6,3071,25000000,77278331,R,"['Open Road Films', ' Scott Free Productions', ' 1984 Private Defense Contractors', ' Other', ' Other', ' LD Entertainment']","['Drama', 'Thriller', 'Action', 'Adventure']"
9502,Kung Fu Panda,2008-06-04,73.732,7.2,8881,130000000,631744560,PG,['DreamWorks Animation'],"['Action', 'Adventure', 'Animation', 'Family', 'Comedy']"
297762,Wonder Woman,2017-05-30,73.675,7.3,17107,149000000,821847012,PG-13,"['Atlas Entertainment', ' Cruel & Unusual Films']","['Action', 'Adventure', 'Fantasy']"
150540,Inside Out,2015-06-09,73.53,7.9,17186,175000000,857611174,PG,"['Pixar', ' Walt Disney Pictures']","['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']"
950,Ice Age: The Meltdown,2006-03-29,73.481,6.7,7933,80000000,660998756,PG,"['20th Century Fox Animation', ' Blue Sky Studios', ' 20th Century Fox']","['Animation', 'Family', 'Comedy', 'Adventure']"
259316,Fantastic Beasts and Where to Find Them,2016-11-16,73.371,7.4,15843,180000000,809342332,PG-13,"['Heyday Films', ' Warner Bros. Pictures']","['Adventure', 'Fantasy']"
10201,Yes Man,2008-12-09,73.361,6.6,5328,70000000,223241637,PG-13,"['The Zanuck Company', ' Village Roadshow Pictures', ' Heyday Films', ' Warner Bros. Pictures']","['Comedy', 'Romance']"
190859,American Sniper,2014-12-25,80.508,7.4,10667,58800000,542307423,R,"['RatPac Entertainment', ' Village Roadshow Pictures', ' Other', ' Other', ' Malpaso Productions', ' Warner Bros. Pictures']","['War', 'Action']"
10020,Beauty and the Beast,1991-10-22,73.205,7.7,8062,25000000,424967620,G,"['Walt Disney Animation Studios', ' Walt Disney Pictures', ' Silver Screen Partners IV']","['Romance', 'Family', 'Animation', 'Fantasy']"
16995,State of Play,2009-04-17,73.075,6.8,1436,60000000,87784194,PG-13,"['Other', ' Universal Pictures', ' Working Title Films', ' StudioCanal', ' Relativity Media']","['Thriller', 'Drama']"
269149,Zootopia,2016-02-11,73.035,7.7,13440,150000000,1023784195,PG,"['Walt Disney Animation Studios', ' Walt Disney Pictures']","['Animation', 'Adventure', 'Family', 'Comedy']"
34544,The A-Team,2010-06-09,73.009,6.4,3721,110000000,177238796,PG-13,"['Other', ' Dune Entertainment', ' Other', ' Other', ' Scott Free Productions', ' Big Screen Productions', ' 20th Century Fox', ' Ingenious Media']","['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']"
102899,Ant-Man,2015-07-14,73.0,7.1,16334,130000000,519311965,PG-13,['Marvel Studios'],"['Science Fiction', 'Action', 'Adventure']"
75656,Now You See Me,2013-05-29,72.986,7.4,13191,75000000,351723989,PG-13,"['Summit Entertainment', ' K/O Paper Products', ' Other', ' Other']","['Thriller', 'Crime']"
503314,Dragon Ball Super: Broly,2018-12-14,72.894,7.8,2119,1000000,125002821,PG,"['Toei Animation', ' Other', ' Shueisha', ' Fuji Television Network', ' Other']","['Action', 'Science Fiction', 'Animation']"
39513,Paul,2011-02-14,72.789,6.7,4535,40000000,97984015,R,"['Universal Pictures', ' Relativity Media', ' Working Title Films', ' Big Talk Productions']","['Adventure', 'Comedy', 'Science Fiction']"
10192,Shrek Forever After,2010-05-16,72.704,6.3,5663,165000000,752600867,PG,['DreamWorks Animation'],"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']"
363088,Ant-Man and the Wasp,2018-07-04,72.625,7.0,10471,140000000,622674139,PG-13,['Marvel Studios'],"['Action', 'Adventure', 'Science Fiction']"
420817,Aladdin,2019-05-22,72.551,7.1,8202,183000000,1047612394,PG,"['Walt Disney Pictures', ' Lin Pictures', ' Other', ' Marc Platt Productions']","['Adventure', 'Fantasy', 'Romance', 'Family']"
4247,Scary Movie,2000-07-07,72.51,6.3,5200,19000000,278019771,R,"['Other', ' Other', ' Wayans Bros. Entertainment', ' Dimension Films']",['Comedy']
424694,Bohemian Rhapsody,2018-10-24,71.743,8.0,13972,52000000,894027543,PG-13,"['GK Films', ' Regency Enterprises', ' Other', ' Other', ' New Regency Pictures', ' 20th Century Fox']","['Music', 'Drama', 'History']"
76341,Mad Max: Fury Road,2015-05-13,71.605,7.5,18693,150000000,378858340,R,"['Kennedy Miller Productions', ' Warner Bros. Pictures', ' RatPac Entertainment', ' Village Roadshow Pictures']","['Action', 'Adventure', 'Science Fiction']"
273481,Sicario,2015-09-17,71.487,7.4,6549,30000000,84872444,R,"['Thunder Road', ' Black Label Media', ' Lionsgate']","['Action', 'Crime', 'Thriller']"
62211,Monsters University,2013-06-19,71.3,7.0,8689,200000000,743559607,G,"['Pixar', ' Walt Disney Pictures']","['Animation', 'Family']"
6499,Turbo: A Power Rangers Movie,1997-03-27,71.093,5.7,203,10000000,17979739,PG,"['Other', ' 20th Century Fox', ' Other']","['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller']"
8363,Superbad,2007-03-20,71.014,7.2,5422,20000000,121463226,R,"['Columbia Pictures', ' Apatow Productions', ' Sony Pictures']",['Comedy']
42684,Skyline,2010-11-11,70.799,4.9,1242,10000000,66984887,PG-13,"['Other', ' Rogue Pictures', ' Other', ' Other', ' Relativity Media']","['Science Fiction', 'Action']"
17134,12 Rounds,2009-03-19,70.705,5.9,570,20000000,17280326,PG-13,"['The Mark Gordon Company', ' Other']","['Action', 'Thriller', 'Crime']"
19908,Zombieland,2009-10-07,70.526,7.3,9931,23600000,102391540,R,"['Other', ' Columbia Pictures', ' Relativity Media']","['Comedy', 'Horror']"
62177,Brave,2012-06-21,70.341,7.0,11076,185000000,538983207,PG,"['Walt Disney Pictures', ' Pixar']","['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']"
412117,The Secret Life of Pets 2,2019-05-24,70.319,7.0,2324,80000000,155152550,PG,"['Universal Pictures', ' Illumination Entertainment', ' DENTSU', ' Fuji Television Network', ' Other']","['Adventure', 'Animation', 'Comedy', 'Family']"
81188,Rise of the Guardians,2012-11-21,70.265,7.3,5363,145000000,306941670,PG,['DreamWorks Animation'],"['Family', 'Animation', 'Fantasy', 'Action', 'Adventure']"
105864,The Good Dinosaur,2015-11-14,70.261,6.7,4418,175000000,332207671,PG,['Pixar'],"['Adventure', 'Animation', 'Family']"
102651,Maleficent,2014-05-28,69.864,7.1,11282,180000000,758539785,PG,"['Walt Disney Pictures', ' Roth Films']","['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']"
249070,Hitman: Agent 47,2015-08-20,69.856,5.8,2426,35000000,81967450,R,"['Other', ' Other', ' Other', ' Other', ' TSG Entertainment', ' Dayday Films', ' Ingenious Media', ' Other', ' Other', ' 20th Century Fox', ' Other']","['Action', 'Crime', 'Thriller']"
4258,Scary Movie 5,2013-04-11,69.821,4.8,2207,20000000,78378744,PG-13,['Dimension Films'],['Comedy']
82675,Taken 2,2012-09-27,69.769,6.3,5440,45000000,376141306,PG-13,"['EuropaCorp', ' Grive Productions', ' M6 Films', ' Ciné+', ' 20th Century Fox', ' Canal+', ' Dune Entertainment', ' Other', ' Other', ' Other']","['Action', 'Crime', 'Thriller']"
749274,Cry Macho,2021-09-16,69.64,6.4,315,33000000,11780000,PG-13,"['Malpaso Productions', ' Other', ' Warner Bros. Pictures']","['Western', 'Drama']"
206647,Spectre,2015-10-26,69.555,6.5,8730,245000000,880674609,PG-13,"['Columbia Pictures', ' Metro-Goldwyn-Mayer', ' Eon Productions', ' Other']","['Action', 'Adventure', 'Thriller']"
139038,A Haunted House,2013-01-11,69.334,5.7,1348,2500000,60141683,R,"['Open Road Films', ' Endgame Entertainment', ' Wayans Bros. Entertainment', ' IM Global', ' Universal Pictures']","['Comedy', 'Horror']"
48340,Sanctum,2011-02-03,69.245,5.9,775,30000000,108609310,R,"['Universal Pictures', ' Relativity Media', ' Other', ' Other', ' Other', ' Other']","['Action', 'Thriller']"
245891,John Wick,2014-10-22,69.062,7.4,15028,20000000,88761661,R,"['Summit Entertainment', ' 87Eleven', ' Other', ' Other', ' Thunder Road']","['Action', 'Thriller']"
225886,Sex Tape,2014-07-17,68.944,5.4,3528,40000000,126069509,R,"['Escape Artists', ' LStar Capital', ' MRC', ' Sony Pictures']",['Comedy']
559907,The Green Knight,2021-07-29,68.893,6.6,608,15000000,18192220,R,"['Other', ' Bron Studios', ' Other', ' Other', ' Other', ' Creative Wealth Media Finance']","['Fantasy', 'Adventure', 'Drama']"
953,Madagascar,2005-05-25,68.831,6.9,8701,75000000,542063846,PG,"['Pacific Data Images', ' DreamWorks Animation', ' DreamWorks Pictures']","['Family', 'Animation', 'Adventure', 'Comedy']"
34813,The Losers,2010-04-23,68.763,6.3,1346,25000000,23580000,PG-13,"['Dark Castle Entertainment', ' DC Comics', ' Weed Road Pictures', ' Warner Bros. Pictures', ' StudioCanal']","['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']"
3170,Bambi,1942-08-14,68.742,7.0,4487,858000,267447150,G,['Walt Disney Productions'],"['Animation', 'Drama', 'Family']"
18239,The Twilight Saga: New Moon,2009-11-18,68.646,6.0,7580,50000000,709827462,PG-13,"['Summit Entertainment', ' Temple Hill Entertainment', ' Other', ' Other', ' Sunswept Entertainment']","['Adventure', 'Fantasy', 'Drama', 'Romance']"
424783,Bumblebee,2018-12-15,68.545,6.7,4689,135000000,467989645,PG-13,"['Hasbro', ' Paramount', ' Other', ' Other', ' Di Bonaventura Pictures', ' Tencent Pictures', ' Other']","['Action', 'Adventure', 'Science Fiction']"
522931,Hitman's Wife's Bodyguard,2021-06-14,68.46,7.0,922,50000000,69212098,R,"['Millennium Films', ' Campbell Grobman Films', ' Lionsgate', ' Other', ' Film i Väst', ' Other', ' Other']","['Action', 'Comedy', 'Thriller']"
37135,Tarzan,1999-06-18,68.425,7.4,5355,130000000,448191819,G,"['Walt Disney Animation Studios', ' Walt Disney Pictures', ' Other']","['Family', 'Adventure', 'Animation', 'Drama']"
46195,Rio,2011-04-03,68.38,6.7,5294,90000000,484635760,G,"['Blue Sky Studios', ' 20th Century Fox Animation', ' 20th Century Fox']","['Animation', 'Adventure', 'Comedy', 'Family']"
496243,Parasite,2019-05-30,68.365,8.5,12596,11363000,257591776,R,"['Other', ' CJ Entertainment']","['Comedy', 'Thriller', 'Drama']"
159824,Hotel Transylvania 2,2015-09-21,68.175,6.8,4567,80000000,473226958,PG,"['Sony Pictures', ' Columbia Pictures', ' Sony Pictures Animation']","['Family', 'Animation', 'Comedy', 'Fantasy']"
60304,Hansel & Gretel: Witch Hunters,2013-01-17,67.697,6.0,5687,50000000,226349749,R,"['Paramount', ' MTV Films', ' Gary Sanchez Productions', ' Studio Babelsberg', ' Metro-Goldwyn-Mayer', ' Other']","['Fantasy', 'Horror', 'Action']"
522627,The Gentlemen,2019-12-03,37.503,7.7,3741,22000000,114996853,R,"['Miramax', ' Other', ' Other', ' Other']","['Action', 'Crime', 'Comedy']"
76726,Chronicle,2012-02-01,67.5,6.8,4156,15000000,145000000,PG-13,"['Dune Entertainment', ' Davis Entertainment', ' Other', ' 20th Century Fox']","['Science Fiction', 'Drama', 'Thriller']"
51608,The Man from Nowhere,2010-08-04,67.496,7.7,922,1255000,43059790,R,"['Other', ' Other', ' Other', ' Other', ' CJ Entertainment']","['Action', 'Thriller', 'Crime']"
136418,Hummingbird,2013-05-07,67.267,6.2,1293,20000000,8352885,R,"['Lionsgate', ' Other', ' IM Global']","['Action', 'Thriller']"
262500,Insurgent,2015-03-18,66.766,6.4,8626,110000000,295238201,PG-13,"['Summit Entertainment', ' Red Wagon Entertainment', ' Mandeville Films', ' Other', ' Lionsgate']","['Action', 'Adventure', 'Science Fiction', 'Thriller']"
228326,The Book of Life,2014-10-01,66.541,7.5,2054,50000000,97437106,PG,"['Other', ' Other', ' 20th Century Fox Animation', ' 20th Century Fox']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
11836,The SpongeBob SquarePants Movie,2004-11-14,66.425,6.9,2162,30000000,140161792,PG,"['Paramount', ' Nickelodeon Movies', ' Other']","['Family', 'Animation', 'Comedy', 'Fantasy']"
20048,Confessions of a Shopaholic,2009-02-05,66.179,6.4,2229,40000000,108332743,PG,"['Touchstone Pictures', ' Jerry Bruckheimer Films']","['Comedy', 'Romance']"
93456,Despicable Me 2,2013-06-26,65.996,6.9,9419,76000000,970761885,PG,['Illumination Entertainment'],"['Animation', 'Comedy', 'Family']"
181812,Star Wars: The Rise of Skywalker,2019-12-18,65.777,6.5,7259,250000000,1074144248,PG-13,"['Lucasfilm Ltd.', ' Bad Robot']","['Action', 'Adventure', 'Science Fiction']"
138103,The Expendables 3,2014-08-04,65.698,6.2,3960,90000000,206172544,PG-13,"['Davis Films', ' Nu Image', ' Other', ' Other', ' Lionsgate', ' Millennium Films']","['Action', 'Adventure', 'Thriller']"
345940,The Meg,2018-08-09,65.675,6.2,5564,150000000,530243742,PG-13,"['Other', ' Other', ' Di Bonaventura Pictures', ' Other', ' Other', ' Warner Bros. Pictures']","['Action', 'Science Fiction', 'Horror']"
246655,X-Men: Apocalypse,2016-05-18,65.628,6.5,10870,178000000,543934787,PG-13,"[""The Donners' Company"", ' Marvel Entertainment', ' Bad Hat Harry Productions', ' TSG Entertainment', ' 20th Century Fox', ' Genre Films']","['Action', 'Adventure', 'Science Fiction', 'Fantasy']"
11970,Hercules,1997-06-20,65.504,7.5,5905,85000000,252712101,G,"['Walt Disney Animation Studios', ' Walt Disney Pictures']","['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']"
58857,13 Assassins,2010-09-09,65.383,7.3,794,6000000,17555141,R,"['Toho Co.', ' Other']","['Adventure', 'Drama', 'Action']"
134374,Pain & Gain,2013-04-18,65.322,6.2,3543,25000000,87305549,R,"['Paramount', ' De Line Pictures']","['Crime', 'Action', 'Comedy']"
232672,Blended,2014-05-21,65.002,6.8,2653,40000000,127994610,PG-13,"['Other', ' Other', ' Warner Bros. Pictures', ' Happy Madison Productions']",['Comedy']
345938,The Shack,2017-03-03,64.903,7.4,1573,20000000,92924405,PG-13,"['Summit Entertainment', ' Other']","['Drama', 'Fantasy']"
521029,Annabelle Comes Home,2019-06-26,64.699,6.4,2562,30000000,231252591,R,"['Atomic Monster', ' The Safran Company', ' New Line Cinema']","['Horror', 'Thriller', 'Mystery']"
364689,Ferdinand,2017-12-09,64.339,7.2,2268,111000000,295038508,PG,"['Blue Sky Studios', ' 20th Century Fox Animation', ' Davis Entertainment', ' 20th Century Fox']","['Animation', 'Family', 'Adventure', 'Comedy']"
14405,Beverly Hills Chihuahua,2008-10-03,64.175,5.3,820,20000000,149281606,PG,"['Walt Disney Pictures', ' Other', ' Mandeville Films']","['Comedy', 'Family', 'Adventure', 'Romance']"
38055,Megamind,2010-10-28,64.099,6.9,5330,130000000,321885765,PG,"['DreamWorks Animation', ' Pacific Data Images', ' Red Hour']","['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']"
615,The Passion of the Christ,2004-02-25,64.088,7.4,3178,30000000,611899420,R,['Other'],['Drama']
140607,Star Wars: The Force Awakens,2015-12-15,64.033,7.3,16403,245000000,2068223624,PG-13,"['Lucasfilm Ltd.', ' Bad Robot']","['Action', 'Adventure', 'Science Fiction', 'Fantasy']"
9325,The Jungle Book,1967-10-18,64.011,7.3,5072,4000000,205843612,G,['Walt Disney Productions'],"['Family', 'Animation', 'Adventure']"
281338,War for the Planet of the Apes,2017-07-11,63.932,7.1,7041,150000000,488533726,PG-13,"['20th Century Fox', ' TSG Entertainment', ' Chernin Entertainment']","['Drama', 'Science Fiction', 'War']"
316727,The Purge: Election Year,2016-06-29,63.714,6.4,4296,10000000,118587880,R,"['Why Not Productions', ' Universal Pictures', ' Blumhouse Productions', ' Platinum Dunes']","['Action', 'Horror', 'Thriller']"
223702,Sausage Party,2016-07-11,63.684,5.7,5963,19000000,140705322,R,"['Columbia Pictures', ' Annapurna Pictures', ' Point Grey Pictures', ' Other', ' Sony Pictures']","['Animation', 'Adventure', 'Comedy', 'Fantasy']"
47964,A Good Day to Die Hard,2013-02-06,63.403,5.3,5379,92000000,304654182,R,"['Mid Atlantic Films', ' Ingenious Media', ' Dune Entertainment', ' Big Screen Productions', ' Temple Hill Entertainment', ' TSG Entertainment', ' Other', ' Other', ' 20th Century Fox']","['Action', 'Thriller']"
37834,Knight and Day,2010-06-15,63.195,6.2,3527,117000000,261930431,PG-13,"['Other', ' Other', ' Dune Entertainment', ' Regency Enterprises', ' 20th Century Fox']","['Action', 'Comedy']"
169917,A Walk Among the Tombstones,2014-09-18,63.134,6.3,2283,28000000,53181600,R,"['Other', ' Jersey Films', ' Other', ' Exclusive Media', ' Cross Creek Pictures', ' 1984 Private Defense Contractors', ' Other', ' Double Feature Films']","['Crime', 'Drama', 'Mystery', 'Thriller']"
286217,The Martian,2015-09-30,63.083,7.7,16331,108000000,630161890,PG-13,"['Scott Free Productions', ' Mid Atlantic Films', ' Other', ' TSG Entertainment', ' Genre Films', ' 20th Century Fox']","['Drama', 'Adventure', 'Science Fiction']"
181808,Star Wars: The Last Jedi,2017-12-13,63.066,6.9,12457,200000000,49,PG-13,['Lucasfilm Ltd.'],"['Science Fiction', 'Action', 'Adventure']"
10009,Brother Bear,2003-10-23,62.913,7.2,4321,128000000,250397798,G,['Walt Disney Animation Studios'],"['Adventure', 'Animation', 'Family']"
10191,How to Train Your Dragon,2010-03-10,62.801,7.8,10469,165000000,494878759,PG,['DreamWorks Animation'],"['Fantasy', 'Adventure', 'Animation', 'Family']"
373571,Godzilla: King of the Monsters,2019-05-29,62.747,6.7,4513,170000000,386600138,PG-13,"['Legendary Pictures', ' Warner Bros. Pictures', ' Huahua Media', ' Toho Co.', ' Other']","['Science Fiction', 'Action']"
150689,Cinderella,2015-03-12,62.73,6.8,6050,95000000,543514353,PG,"['Walt Disney Pictures', ' Genre Films', ' Other', ' Other']","['Romance', 'Fantasy', 'Family', 'Drama']"
346910,The Predator,2018-09-05,62.544,5.6,3565,88000000,160542134,R,"['Davis Entertainment', ' TSG Entertainment', ' 20th Century Fox', ' Dark Castle Entertainment', ' Other']","['Science Fiction', 'Action', 'Adventure', 'Comedy']"
11674,101 Dalmatians,1996-11-27,62.457,5.9,2677,54000000,320689294,G,"['Other', ' Walt Disney Pictures']","['Family', 'Comedy']"
131634,The Hunger Games: Mockingjay - Part 2,2015-11-18,62.43,6.9,10167,160000000,653428261,PG-13,"['Lionsgate', ' Color Force', ' Studio Babelsberg']","['Action', 'Adventure', 'Science Fiction']"
11544,Lilo & Stitch,2002-06-21,62.416,7.5,4758,80000000,273144151,PG,"['Walt Disney Pictures', ' Walt Disney Animation Studios']","['Animation', 'Family']"
10588,The Cat in the Hat,2003-11-21,62.415,5.3,1250,109000000,133818283,PG,"['Universal Pictures', ' Imagine Entertainment', ' DreamWorks Pictures', ' CJ Entertainment']","['Family', 'Fantasy']"
12244,9,2009-08-19,62.223,6.8,2789,30000000,48428063,PG-13,"['Tim Burton Productions', ' Relativity Media', ' Other', ' Other', ' Focus Features']","['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']"
19840,"I Love You, Beth Cooper",2009-07-10,62.219,5.9,650,18000000,15345201,PG-13,"['Other', ' 1492 Pictures', ' Other', ' Dune Entertainment III', ' Ingenious Media']","['Comedy', 'Romance']"
447332,A Quiet Place,2018-04-03,62.21,7.4,10978,17000000,340677200,PG-13,"['Paramount', ' Platinum Dunes']","['Horror', 'Drama', 'Science Fiction']"
81796,Lockout,2012-04-12,62.163,5.9,1453,20000000,32204030,PG-13,"['EuropaCorp', ' Canal+', ' Ciné+']","['Action', 'Thriller', 'Science Fiction']"
19994,Jennifer's Body,2009-09-18,61.994,5.8,2797,16000000,31556061,R,"['Other', ' Dune Entertainment', ' 20th Century Fox']","['Horror', 'Comedy']"
57800,Ice Age: Continental Drift,2012-06-27,61.718,6.3,6158,95000000,877244782,PG,"['Blue Sky Studios', ' 20th Century Fox Animation', ' 20th Century Fox']","['Animation', 'Comedy', 'Adventure', 'Family']"
82702,How to Train Your Dragon 2,2014-06-05,61.698,7.7,7761,145000000,621537500,PG,"['DreamWorks Animation', ' Other', ' Vertigo Entertainment']","['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
351819,Fifty Shades of Black,2016-01-28,61.614,4.9,1109,20000000,21164799,R,['Open Road Films'],"['Romance', 'Comedy']"
137113,Edge of Tomorrow,2014-05-27,61.531,7.6,11142,178000000,370541256,PG-13,"['RatPac Entertainment', ' Village Roadshow Pictures', ' Other', ' Other', ' Warner Bros. Pictures']","['Action', 'Science Fiction']"
400928,Gifted,2017-04-12,61.503,8.1,4145,7000000,40343446,PG-13,"['Other', ' Dayday Films', ' FilmNation Entertainment', ' Fox Searchlight Pictures']","['Family', 'Drama', 'Comedy']"
